"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences"
Carex albonigra,"Mack.",76009,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex albonigra,,species,UBC,UBCVascular,V234059,,E9E211D7-8594-0942-A359-F1F0979C1431,"John Davidson","s.n.",,1917-08-10,1917,8,10,PRESERVED_SPECIMEN,"Garibaldi park, Polemonium ridge",,,British Columbia,Canada,CA,49.938332999071,-122.971111,,,,,,,,,present,,,,,native,S5 (2015),,"John W. Eastham",,,,,
Carex albonigra,"Mack.",76009,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex albonigra,,species,,,LGL2020:92,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex bolanderi,"Olney",76018,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex bolanderi,,species,Moscow State University,MW,MW0572007,,MW0572007,"Mason W. R. M.","",,1953-08-04,1953,8,4,PRESERVED_SPECIMEN,"",,,,Canada,CA,49.700884,-123.154431,,,,,,,,,present,,,,,native,S5 (2019),,"",,,,,
Carex circinata,"C.A. Mey.",159912,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex circinata,,species,UBC,UBCVascular,V215338,,6A20C34F-171B-0849-8AFC-BA736492E37A,"Thomas C. Brayshaw","s.n.",,1969-09-05,1969,9,5,PRESERVED_SPECIMEN,"northwest end of Garibaldi Lake",,,British Columbia,Canada,CA,49.936943999071,-123.025556,,,,,,,,,present,,,,,native,S5 (2015),,"Thomas C. Brayshaw 1970",,,,,
Carex circinata,"C.A. Mey.",159912,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex circinata,,species,,,LGL2020:96,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex foenea,"Willd.",204268,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex foenea,,species,RBCM,V,V055030,,RBCM:Botany:V055030,"T. Brayshaw","s.n.",,1969-09-05,1969,9,5,PRESERVED_SPECIMEN,"Garibaldi Lake: NW end of",,,British Columbia,Canada,CA,49.933333,-123.05,,,,,,,,,present,,,1,,native,S5,,"T. Brayshaw",,,,,
Carex foenea,"Willd.",204268,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex foenea,,species,UBC,UBCVascular,V108850,,33D81122-98F0-F141-9319-35D002141635,"Vladimir J. Krajina, R.C. Brooke","64092005",,1964-09-20,1964,9,20,PRESERVED_SPECIMEN,"Garibaldi Park, little diamond head, cheekye ridge",,,British Columbia,Canada,CA,49.8258329990704,-123.0075,,,,,,,,,present,,,,,native,S5,,"Vladimir J. Krajina",,,,,
Carex foenea,"Willd.",204268,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex foenea,,species,UBC,UBCVascular,V205854,,D96D4FAB-01F1-BD4F-B09B-55324EE97C15,"Vladimir J. Krajina","s.n.",,1975-08-04,1975,8,4,PRESERVED_SPECIMEN,"in Garibaldi Park below warren glacier, east of Garibaldi peak",,,British Columbia,Canada,CA,49.85,-123,,,,,,,,,present,,,,,native,S5,,"Gerald B. Straley 1992",,,,,
Carex foenea,"Willd.",204268,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex foenea,,species,,,LGL2020:101,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5,,"",,,,,
Carex garberi,"Fernald",159956,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex garberi,,species,UBC,UBCVascular,V161042,,9DAECD8A-7C64-C147-A614-89023A196535,"B. Fraser","s.n.",,1965-07-20,1965,7,20,PRESERVED_SPECIMEN,"Sentinel glacier foreland, Garibaldi Park",,,British Columbia,Canada,CA,49.8930444794088,-122.982676465135,,,,,,,,,present,,,,,native,S5 (2015),,"Vladimir J. Krajina 1965",,,,,
Carex garberi,"Fernald",159956,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex garberi,,species,UBC,UBCVascular,V161041,,4412FE62-BDD8-8B4B-8306-37D1465BD206,"B. Fraser","s.n.",,1966-08-23,1966,8,23,PRESERVED_SPECIMEN,"Sphinx glacier foreland, Garibaldi Park",,,British Columbia,Canada,CA,49.9163787550759,-122.959342409206,,,,,,,,,present,,,,,native,S5 (2015),,"Vladimir J. Krajina 1966",,,,,
Carex garberi,"Fernald",159956,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex garberi,,species,,,LGL2020:102,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex illota,"L.H. Bailey",76053,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex illota,,species,RBCM,V,V055042,,RBCM:Botany:V055042,"T. Brayshaw; J. Foster","s.n.",,1969-09-03,1969,9,3,PRESERVED_SPECIMEN,"Black Tusk Lake: near Black Tusk Lake",,,British Columbia,Canada,CA,49.966667,-123.033333,,,,,,,,,present,,,1,,native,S5 (2015),,"R. Whitkus",,,,,
Carex illota,"L.H. Bailey",76053,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex illota,,species,UBC,UBCVascular,V55950,,CEB427D9-0340-674B-910B-996D6064D383,"Vernon C. Brink","56-8-89",,1956-08-08,1956,8,8,PRESERVED_SPECIMEN,"Black Tusk meadow, Garibaldi Park",,,British Columbia,Canada,CA,49.9497107083849,-123.067680124609,,,,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex illota,"L.H. Bailey",76053,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex illota,,species,UBC,UBCVascular,V55949,,119CD1C7-7EEA-B340-8185-08153CEC6053,"Vernon C. Brink","56-8-131",,1956-08-09,1956,8,9,PRESERVED_SPECIMEN,"Black Tusk meadow, Garibaldi Park",,,British Columbia,Canada,CA,49.9497107083849,-123.067680124609,,,,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex illota,"L.H. Bailey",76053,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex illota,,species,MICH,Angiosperms,1373787,,345ef399-f103-40b2-92c8-80f7e3857a53,"E.B. Peterson","s.n.",,1960-08-30,1960,8,30,PRESERVED_SPECIMEN,"Garibaldi Park.",,,British Columbia,Canada,CA,49.766667,-123.05,,,,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex illota,"L.H. Bailey",76053,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex illota,,species,UBC,UBCVascular,V161034,,CE98F6B1-6562-9643-8FFD-3C6E4518E8BC,"B. Fraser","s.n.",,1965-08-16,1965,8,16,PRESERVED_SPECIMEN,"Sphinx glacier foreland, Garibaldi Park",,,British Columbia,Canada,CA,49.9163787550759,-122.959342409206,,,,,,,,,present,,,,,native,S5 (2015),,"Vladimir J. Krajina 1965",,,,,
Carex illota,"L.H. Bailey",76053,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex illota,,species,,,LGL2020:104,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex leporina,"L.",76067,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex leporina,,species,UBC,UBCVascular,V134552,,CCC160E6-32A2-7647-B2F4-AFF183196513,"V. Bednar","68061511",,1968-06-15,1968,6,15,PRESERVED_SPECIMEN,"Squamish-Lillooet Regional District, lakeshore near Squamish",,,British Columbia,Canada,CA,49.683333,-123.141667,,,,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex leporina,"L.",76067,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex leporina,,species,,,LGL2020:108,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex longii,"Mack.",76073,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex longii,,species,UBC,UBCVascular,V230059,,608B4844-61F7-E143-824C-6D6DF4D9B4D1,"Frank Lomer","5368",,2004-07-25,2004,7,25,PRESERVED_SPECIMEN,"Bowen Island, 12 km northwest of Vancouver, Bowen Bay, northwest shore",,,British Columbia,Canada,CA,49.365139,-123.425,,,,,,,,,present,,,,,exotic,SNA (2012),,"Frank Lomer",,,,,
Carex luzulina var. ablata,"Olney",76075,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex luzulina,ablata,varietas,UBC,UBCVascular,V210446,,536069A2-AA15-5449-B881-E1041C14C66E,"Gerald B. Straley","8638",,1995-07-16,1995,7,16,PRESERVED_SPECIMEN,"north of West Vancouver, Cypress Bowl ski area, along power line trail at lower parking lot",,,British Columbia,Canada,CA,49.383333,-123.333333,,,,,,,,,present,,,,,native,SNA (2012),,"Gerald B. Straley",,,,,
Carex luzulina var. ablata,"Olney",76075,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex luzulina,ablata,varietas,MICH,Angiosperms,1377856,,358e7cea-a990-461c-968b-8c3a01bfc560,"Gerald B. Straley","9081",,1996-08-11,1996,8,11,PRESERVED_SPECIMEN,"At lower parking lot for Cypress Bowl Ski Area, north of West Vancouver.",,,British Columbia,Canada,CA,49.383333,-123.25,,,,,,,,,present,,,,,native,SNA (2012),,"",,,,,
Carex luzulina var. ablata,"Olney",76075,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex luzulina,ablata,varietas,MICH,Angiosperms,1377855,,adbb5963-9dca-4687-b649-5fee474089a8,"E. B. Peterson","s.n.",,1960-08-11,1960,8,11,PRESERVED_SPECIMEN,"Leptarrhena community, Garibaldi Park.",,,British Columbia,Canada,CA,49.766667,-123.033333,,,,,,,,,present,,,,,native,SNA (2012),,"",,,,,
Carex luzulina var. ablata,"Olney",76075,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex luzulina,ablata,varietas,,,LGL2020:110,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,SNA (2012),,"",,,,,
Carex microptera,"Mack.",76079,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex microptera,,species,UBC,UBCVascular,V210609,,B7CD43F7-4BDE-7144-8430-0238B9CC98CC,"Vernon C. Brink","s.n.",,1957-09-11,1957,9,11,PRESERVED_SPECIMEN,"near warren glacier, Garibaldi Park",,,British Columbia,Canada,CA,49.9,-123,,,,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex microptera,"Mack.",76079,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex microptera,,species,,,LGL2020:117,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex oederi,"Retz.",1409518,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex oederi,,species,UBC,UBCVascular,V203880,,144DACEA-F0E9-3C49-97F4-E5F93245D289,"Frank Lomer","s.n.",,1991-08-15,1991,8,15,PRESERVED_SPECIMEN,"Horsehoe Bay",,,British Columbia,Canada,CA,49.366667,-123.266667,,,,,,,,,present,,,,,exotic,unlisted,,"Frank Lomer",,,,,
Carex pachystachya,"Cham. ex Steud.",76089,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex pachystachya,,species,UBC,UBCVascular,V215399,,CF3A2FBD-90DA-5549-84CA-9361351ABA88,"Thomas C. Brayshaw","s.n.",,1969-09-04,1969,9,4,PRESERVED_SPECIMEN,"northwest end of Garibaldi Lake",,,British Columbia,Canada,CA,49.936943999071,-123.025556,,,,,,,,,present,,,,,native,S5,,"Thomas C. Brayshaw 1970",,,,,
Carex pachystachya,"Cham. ex Steud.",76089,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex pachystachya,,species,UBC,UBCVascular,V161047,,207BB01B-74BF-E04B-B07D-D6D75A4B62CE,"B. Fraser","s.n.",,1966-08-29,1966,8,29,PRESERVED_SPECIMEN,"Sphinx glacier foreland, Garibaldi Park",,,British Columbia,Canada,CA,49.9163787550759,-122.959342409206,,,,,,,,,present,,,,,native,S5,,"R. Whitkus 1981",,,,,
Carex pachystachya,"Cham. ex Steud.",76089,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex pachystachya,,species,,,LGL2020:120,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5,,"",,,,,
Carex phaeocephala,"Piper",76093,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex phaeocephala,,species,UBC,UBCVascular,V215394,,FB4D006F-FA90-7343-AD19-55C11C5ACB7F,"Thomas C. Brayshaw","s.n.",,1969-09-03,1969,9,3,PRESERVED_SPECIMEN,"Black Tusk Meadows, Garibaldi Park",,,British Columbia,Canada,CA,49.9497107083849,-123.067680124609,,,,,,,,,present,,,,,native,S5,,"Thomas C. Brayshaw 1970",,,,,
Carex phaeocephala,"Piper",76093,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex phaeocephala,,species,UBC,UBCVascular,V42674,,D902A968-181E-324F-807F-ABD8D2574E84,"John Davidson","s.n.",,1914-08-03,1914,8,3,PRESERVED_SPECIMEN,"Garibaldi Park, Panorama Ridge",,,British Columbia,Canada,CA,49.9541669990711,-123.014167,,,,,,,,,present,,,,,native,S5,,"John W. Eastham",,,,,
Carex phaeocephala,"Piper",76093,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex phaeocephala,,species,UBC,UBCVascular,V161052,,2EF03A07-9D56-EC4A-8054-C136FF9E2C3E,"B. Fraser","s.n.",,1965-08-29,1965,8,29,PRESERVED_SPECIMEN,"Sentinel glacier foreland, Garibaldi Park",,,British Columbia,Canada,CA,49.8930444794088,-122.982676465135,,,,,,,,,present,,,,,native,S5,,"R. Whitkus 1981",,,,,
Carex phaeocephala,"Piper",76093,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex phaeocephala,,species,UBC,UBCVascular,V161051,,EA3348AC-963F-0446-93B7-D3E1D1DA078C,"B. Fraser","s.n.",,1965-08-16,1965,8,16,PRESERVED_SPECIMEN,"Sphinx glacier foreland, Garibaldi Park",,,British Columbia,Canada,CA,49.9163787550759,-122.959342409206,,,,,,,,,present,,,,,native,S5,,"R. Whitkus 1981",,,,,
Carex phaeocephala,"Piper",76093,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex phaeocephala,,species,UBC,UBCVascular,V113259,,4E412F8F-A6F1-1E44-BBB0-54A692FB915E,"Vernon C. Brink","s.n.",,1957-09-11,1957,9,11,PRESERVED_SPECIMEN,"warren glacier, Garibaldi Park",,,British Columbia,Canada,CA,49.866667,-123,,,,,,,,,present,,,,,native,S5,,"R. Whitkus 1981",,,,,
Carex phaeocephala,"Piper",76093,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex phaeocephala,,species,,,LGL2020:122,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5,,"",,,,,
Carex preslii,"Steud.",76096,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex preslii,,species,UBC,UBCVascular,V42633,,9D1810CB-2782-ED49-8043-AACBA9894CDB,"John Davidson","s.n.",,1913-08-07,1913,8,7,PRESERVED_SPECIMEN,"Coast, near Garibaldi Lake",,,British Columbia,Canada,CA,49.936943999071,-123.025556,,,,,,,,,present,,,,,native,S5,,"R. Whitkus",,,,,
Carex preslii,"Steud.",76096,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex preslii,,species,UBC,UBCVascular,V55936,,C850B9C6-C194-8A43-A621-82ADA5CB1188,"Vernon C. Brink","56-8-193",,1956-08-10,1956,8,10,PRESERVED_SPECIMEN,"sentinel glacier, Garibaldi Park",,,British Columbia,Canada,CA,49.8930444794088,-122.982676465135,,,,,,,,,present,,,,,native,S5,,"R. Whitkus 1981",,,,,
Carex preslii,"Steud.",76096,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex preslii,,species,UBC,UBCVascular,V55893,,BDB5DE69-C0F1-5143-B0EE-C553217E3D46,"Vernon C. Brink","56-8-192",,1956-08-10,1956,8,10,PRESERVED_SPECIMEN,"sentinel glacier, Garibaldi Park",,,British Columbia,Canada,CA,49.8930444794088,-122.982676465135,,,,,,,,,present,,,,,native,S5,,"R. Whitkus 1981",,,,,
Carex preslii,"Steud.",76096,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex preslii,,species,,,LGL2020:123,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5,,"",,,,,
Carex pyrenaica,"wahlenb.",160078,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex pyrenaica,,species,UBC,UBCVascular,V80302,,611243C4-B68C-4942-A720-B32140B6FEDF,"Vernon C. Brink","s.n.",,1956-08-08,1956,8,8,PRESERVED_SPECIMEN,"castle towers, polemonium ridge, Garibaldi Park",,,British Columbia,Canada,CA,49.938332999071,-122.971111,,,,,,,,,present,,,,,native,S5 (2015),,"John W. Eastham 1961",,,,,
Carex pyrenaica,"wahlenb.",160078,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex pyrenaica,,species,UBC,UBCVascular,V108852,,B64F8ED6-48E1-9348-A95B-4A54783AE918,"Vladimir J. Krajina, R.C. Brooke","64092007",,1964-09-20,1964,9,20,PRESERVED_SPECIMEN,"little diamond head, cheeky ridge, Garibaldi Park",,,British Columbia,Canada,CA,49.8258329990704,-123.0075,,,,,,,,,present,,,,,native,S5 (2015),,"Vladimir J. Krajina 1964",,,,,
Carex pyrenaica,"wahlenb.",160078,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex pyrenaica,,species,UBC,UBCVascular,V161040,,0FEEAC3C-FA63-9E4A-A3C5-E933D5509F37,"B. Fraser","s.n.",,1965-07-22,1965,7,22,PRESERVED_SPECIMEN,"Sentinel glacier foreland, Garibaldi Park",,,British Columbia,Canada,CA,49.8930444794088,-122.982676465135,,,,,,,,,present,,,,,native,S5 (2015),,"Vladimir J. Krajina 1968",,,,,
Carex pyrenaica,"wahlenb.",160078,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex pyrenaica,,species,,,LGL2020:124,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5 (2015),,"",,,,,
Carex zikae,"E.H. Roalson & M.J. Waterway",494316,Plantae,Tracheophyta,Liliopsida,Poales,,,Cyperaceae,Carex,,Carex zikae,,species,RBCM,V,V191463,,RBCM:Botany:V191463,"Adolf Ceska","5698",,1981-06-01,1981,6,1,PRESERVED_SPECIMEN,"Granthams Landing; Witherby Point: hill W of Witherby Point",,,British Columbia,Canada,CA,49.483333,-123.483333,,,,,,,,,present,,,1,,native,S4,,"Adolf Ceska",,,,,
Cassiope tetragona,"(L.) D. Don",153373,Plantae,Tracheophyta,Magnoliopsida,Ericales,,,Ericaceae,Cassiope,,Cassiope tetragona,,species,RBCM,V,V038611B,,RBCM:Botany:V038611B,"William Newcombe","s.n.",,1927-07-01,1927,7,1,PRESERVED_SPECIMEN,"",,,British Columbia,Canada,CA,49.966667,-123.15,,,,,,,,,present,,,1,,native,S4,,"Gary Wallace",,,,,
Cassiope tetragona,"(L.) D. Don",153373,Plantae,Tracheophyta,Magnoliopsida,Ericales,,,Ericaceae,Cassiope,,Cassiope tetragona,,species,,,LGL2020:131,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S4,,"",,,,,
Castilleja elmeri,"Fernald",147018,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,,Orobanchaceae,Castilleja,,Castilleja elmeri,,species,UBC,UBCVascular,V97862,,2DE4FE70-CE97-7A43-964E-DF2BB9C0246F,"E.B. Petersen","s.n.",,1961-08-19,1961,8,19,PRESERVED_SPECIMEN,"Garibaldi Park, Little Diamond Head",,,British Columbia,Canada,CA,49.816667,-123.016667,,,,,,,,,present,,,,,native,S4 (2015),,"Mark Egger",,,,,
Castilleja elmeri,"Fernald",147018,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,,Orobanchaceae,Castilleja,,Castilleja elmeri,,species,,,LGL2020:132,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S4 (2015),,"",,,,,
Castilleja parviflora var. parviflora,"Bong.",154248,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,,Orobanchaceae,Castilleja,,Castilleja parviflora,parviflora,varietas,RBCM,V,V008056,,RBCM:Botany:V008056,"George Hardy","s.n.",,1926-08-03,1926,8,3,PRESERVED_SPECIMEN,"Black Tusk, The: original label reads """"Black Tusk Ridge""""",,,British Columbia,Canada,CA,49.966667,-123.05,,,,,,,,,present,,,1,,native,S5,,"Mark Egger",,,,,
Castilleja parviflora var. parviflora,"Bong.",154248,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,,Orobanchaceae,Castilleja,,Castilleja parviflora,parviflora,varietas,UBC,UBCVascular,V108881,,279EC931-A109-6345-A0DE-C1D06210EDAC,"Vladimir J. Krajina, R.C. Brooke","64092012",,1964-09-20,1964,9,20,PRESERVED_SPECIMEN,"Garibaldi Park, Little Diamond Head",,,British Columbia,Canada,CA,49.816667,-123.016667,,,,,,,,,present,,,,,native,S5,,"Thomas M.C. Taylor",,,,,
Castilleja parviflora var. parviflora,"Bong.",154248,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,,Orobanchaceae,Castilleja,,Castilleja parviflora,parviflora,varietas,,,LGL2020:136,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5,,"",,,,,
Castilleja rhexiifolia,"Rydb.",117513,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,,Orobanchaceae,Castilleja,,Castilleja rhexiifolia,,species,UBC,UBCVascular,V108880,,5C6FCC7E-0E55-2C43-AD93-C7AF6623BDF5,"Vladimir J. Krajina, R.C. Brooke","64092021",,1964-09-20,1964,9,20,PRESERVED_SPECIMEN,"Garibaldi Park, Little Diamond Head, Cheekye Ridge",,,British Columbia,Canada,CA,49.816667,-123.016667,,,,,,,,,present,,,,,native,S5 (2015),,"Vladimir J. Krajina",,,,,
Castilleja rhexiifolia,"Rydb.",117513,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,,Orobanchaceae,Castilleja,,Castilleja rhexiifolia,,species,UBC,UBCVascular,V108879,,5D1FA7F3-2F39-8046-9727-D4034D33F569,"Vladimir J. Krajina, R.C. Brooke","64092019",,1964-09-20,1964,9,20,PRESERVED_SPECIMEN,"Garibaldi Park, Little Diamond Head, Cheekye Ridge",,,British Columbia,Canada,CA,49.816667,-123.016667,,,,,,,,,present,,,,,native,S5 (2015),,"Vladimir J. Krajina",,,,,
Castilleja rhexiifolia,"Rydb.",117513,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,,Orobanchaceae,Castilleja,,Castilleja rhexiifolia,,species,,,LGL2020:137,UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,,"LGL Limited, Environmental Research Associates, Sidney, BC","",,2020-07-01,2020,7,1,MaterialCitation,"",,,British Columbia,Canada,CA,,,,,unable to georeference,,,,,,present,,,,,native,S5 (2015),,"",,,,,
