"id","parentId","iNaturalistTaxonName","commonName","rank","iNaturalistTaxonImage","scientificName","scientificNameAuthorship","subtaxonAuthorship","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode","iNaturalistTaxonId","infraorder","nameStatus","inSummary"
81427,51644,Tiarella trifoliata unifoliata,"Oneleaf Foamflower",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/215563590/medium.jpeg,Tiarella trifoliata var. unifoliata,"L.","(Hook.) Kurtz",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tiarella,Tiarella trifoliata,,,Tiarella trifoliata unifoliata,native,S5 (2000),,1914-07-31,"John Davidson",UBC,V31251,,2024-06-29,"judith holm",iNaturalist,226321068,,39,confirmed,observed,"",81427,VAS,81427,,accepted,1
81432,49650,Toxicoscordion venenosum venenosum,"",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/286053222/medium.jpg,Toxicoscordion venenosum var. venenosum,"(S. Watson) Rydb.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,Melanthieae,Toxicoscordion,Toxicoscordion venenosum,,,Toxicoscordion venenosum venenosum,native,S5 (2000),,1924-05-29,"T.R. Ashlee",UBC,V25574,,2024-06-09,"ahusdon",iNaturalist,221689287,,165,confirmed,observed,"UBC:  West Vancouver Lighthouse Park; just the one ssp of T. venenosum recorded in BC",81432,VAS,81432,,accepted,1
82554,55327,Botrychium lanceolatum,"lanceleaf moonwort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/275579649/medium.png,Botrychium lanceolatum,"(Gmel.)","",Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,Ophioglossaceae,Botrychioideae,,Botrychium,Botrychium lanceolatum,,,,native,S4S5 (2019),,1963-05-17,"Thomas M.C. Taylor, F. Lang",UBC,V101056,,2024-08-05,"dhuggard",iNaturalist,234086272,,39,confirmed,observed,"UBC: Squamish",1002058,VAS,82554,,accepted,1
82564,52672,Dryopteris carthusiana,"spinulose wood fern",species,https://inaturalist-open-data.s3.amazonaws.com/photos/115922163/medium.jpeg,Dryopteris carthusiana,"(Vill.) H.P. Fuchs","",Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,Dryopteridaceae,Dryopteridoideae,,Dryopteris,Dryopteris carthusiana,,,,native,S5 (2019),,1987-07-15,"Adolf Ceska; Oldriska Ceska; Alan Anderson; Don Britton",RBCM,V188000,,2022-05-28,"Steve Ansell",iNaturalist,119313446,,6,confirmed,observed,"",82564,VAS,82564,,accepted,1
85380,47604,Eutrochium,"Joe-Pye weeds",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/2275676/medium.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119450,119451,Calluna vulgaris,"common heather",species,https://inaturalist-open-data.s3.amazonaws.com/photos/91325703/medium.jpeg,Calluna vulgaris,"(L.) Hull","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,Ericeae,Calluna,Calluna vulgaris,,,,exotic,SNA (2019),,2022-06-12,"Chloe Shore",iNaturalist,121785381,,2023-08-11,"Laura",iNaturalist,177952746,,4,new 2022,observed,"",119450,VAS,119450,,accepted,1
122082,122084,Phegopteris connectilis,"long beech fern",species,https://inaturalist-open-data.s3.amazonaws.com/photos/120116816/medium.jpg,Phegopteris connectilis,"(Michx.) Watt","",Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,Thelypteridaceae,Phegopteridoideae,,Phegopteris,Phegopteris connectilis,,,,native,S5 (2019),,2017-07-26,"Adam Huggins",iNaturalist,7242991,,2023-07-26,"inatter",iNaturalist,175198196,,10,new 2017,observed,"",122082,VAS,122082,,accepted,1
123832,52680,Polypodium amorphum,"irregular polypody",species,https://inaturalist-open-data.s3.amazonaws.com/photos/187620496/medium.jpeg,Polypodium amorphum,"Suksdorf","",Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,Polypodiaceae,Polypodioideae,,Polypodium,Polypodium amorphum,,,,native,S3S4 (2001),,1963-06-06,"Thomas M.C. Taylor",UBC,V116772,,2023-05-13,"Steve Ansell",iNaturalist,187865629,,34,confirmed,observed,"",123832,VAS,123832,,accepted,1
125137,48150,Pulmonaria,"lungworts",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/116267656/medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125788,128904,Kerria japonica,"Japanese Kerria",species,https://inaturalist-open-data.s3.amazonaws.com/photos/244411204/medium.jpg,Kerria japonica,"(L.) DC.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Kerrieae,Kerria,Kerria japonica,,,,exotic,unlisted,,2020-04-17,"angusdoodle",iNaturalist,42429772,,2022-05-18,"sjjohnst",iNaturalist,117640204,,6,new 2020,observed,"",125788,VAS,125788,,accepted,1
125790,48681,Spiraea japonica,"Japanese Spirea",species,https://inaturalist-open-data.s3.amazonaws.com/photos/449207/medium.jpg,Spiraea japonica,"L.f.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Spiraeeae,Spiraea,Spiraea japonica,,,,exotic,SNA (2019),,2014-04-12,"Frank Lomer",UBC,V241863,,2024-07-14,"maharas",iNaturalist,229352177,,14,confirmed,observed,"",125790,VAS,125790,,accepted,1
126553,63819,Elliottia pyroliflora,"copperbush",species,https://static.inaturalist.org/photos/218547028/medium.jpg,Elliottia pyroliflora,"(Bong.) S.W. Brim & P.F. Stevens","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,Phyllodoceae,Elliottia,Elliottia pyroliflora,,,,native,S5 (2015),,1965-07-09,"Jake P. Luitjens",UBC,V16655,,2024-09-24,"Moi CA",iNaturalist,243896012,,377,confirmed,observed,"",126553,VAS,126553,,accepted,1
126554,60529,Cassiope mertensiana mertensiana,"Western Bell-heather",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/424303/medium.jpg,Cassiope mertensiana ssp. mertensiana,"(Bong.) D. Don","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Cassiopoideae,,Cassiope,Cassiope mertensiana,,Cassiope mertensiana mertensiana,,native,S5 (2019),,1913-07-30,"W. Taylor",UBC,V15895,,2024-10-13,"brenmart",iNaturalist,247223425,,195,confirmed,observed,"",126554,VAS,126554,,accepted,1
126558,52132,Phyllodoce glanduliflora,"Yellow Mountain-heath",species,https://inaturalist-open-data.s3.amazonaws.com/photos/94248/medium.jpg,Phyllodoce glanduliflora,"(Hook.) Coville","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,Phyllodoceae,Phyllodoce,Phyllodoce glanduliflora,,,,native,S5 (2015),,1951-07-13,"W. Cottle",UBC,V27349,,2024-08-05,"Sophia BenJeddi",iNaturalist,234254019,,41,confirmed,observed,"",126558,VAS,126558,,accepted,1
126887,58728,Berberis aquifolium,"Oregon grape",species,https://inaturalist-open-data.s3.amazonaws.com/photos/65130109/medium.jpg,Berberis aquifolium,"Pursh","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,Berberidoideae,Berberideae,Berberis,Berberis aquifolium,,,,native,S5 (2015),,2013-04-20,"hillanddale",iNaturalist,9532805,,2024-09-16,"Cassidy Best",iNaturalist,242235204,,162,confirmed,observed,"",126887,VAS,126887,,accepted,1
127186,127187,Securigera varia,"purple crownvetch",species,https://inaturalist-open-data.s3.amazonaws.com/photos/34301/medium.jpg,Securigera varia,"L.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Securigera,Securigera varia,,,,exotic,SNA (2001),,2018-08-03,"Derek Killby",iNaturalist,15113809,,2024-07-07,"Farn mirza",iNaturalist,227909485,,9,new 2018,observed,"",127186,VAS,127186,,accepted,1
127215,72122,Eriophorum angustifolium,"Common Cottongrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/584543838/medium.jpg,Eriophorum angustifolium,"Honck.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Scirpeae,Eriophorum,Eriophorum angustifolium,,,,native,S5 (2015),,1956-08-01,"Vernon C. Brink",UBC,V55938,,2024-09-21,"Harry Hill",iNaturalist,243240038,,36,confirmed,observed,"",127215,VAS,127215,,accepted,1
127355,55869,Cyclamen hederifolium,"Ivy-leaved cyclamen",species,https://inaturalist-open-data.s3.amazonaws.com/photos/110836055/medium.jpg,Cyclamen hederifolium,"Aiton","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Cyclamen,Cyclamen hederifolium,,,,exotic,SNA (2019),,2021-09-26,"smcd",iNaturalist,96548063,,2024-10-17,"kwright",iNaturalist,247808475,,7,new 2021,observed,"",127355,VAS,127355,,accepted,1
127529,47351,Prunus lusitanica,"Portuguese laurel",species,https://static.inaturalist.org/photos/428364516/medium.jpeg,Prunus lusitanica,"L.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,Prunus lusitanica,,,,exotic,SNA (2019),,2019-12-23,"Derek Killby",iNaturalist,36892060,,2024-09-16,"rorymacneil",iNaturalist,242325829,,14,new 2019,observed,"",127529,VAS,127529,,accepted,1
128807,47434,Dichanthelium,"rosette grasses",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/88945229/medium.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128868,48385,Heuchera glabra,"alpine alumroot",species,https://inaturalist-open-data.s3.amazonaws.com/photos/74348347/medium.jpg,Heuchera glabra,"willd. ex roem.& schult.B624","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Heuchera,Heuchera glabra,,,,native,S4 (2015),,1951-07-05,"W. Cottle",UBC,V27380,,2024-09-07,"Gavin Petersen",iNaturalist,240429444,,20,confirmed,observed,"",128868,VAS,128868,,accepted,1
129020,51611,Veronica officinalis,"heath speedwell",species,https://inaturalist-open-data.s3.amazonaws.com/photos/3867971/medium.JPG,Veronica officinalis,"L.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Veroniceae,Veronica,Veronica officinalis,,,,exotic,SNA (2001),,2015-06-06,"Steve Ansell",iNaturalist,196895950,,2024-10-06,"Ben Keen",iNaturalist,246092098,,133,confirmed,observed,"",129020,VAS,129020,,accepted,1
129075,53787,Fumaria muralis,"common ramping-fumitory",species,https://inaturalist-open-data.s3.amazonaws.com/photos/16104053/medium.jpg,Fumaria muralis,"W.D.J.Koch","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,Fumarieae,Fumaria,Fumaria muralis,,,,exotic,SNA (2019),,2021-05-30,"Brittany Savoie",iNaturalist,81109574,,2024-06-19,"kitty43",iNaturalist,223904173,,12,new 2021,observed,"",129075,VAS,129075,,accepted,1
129448,129449,Honckenya peploides major,"Pacific Sea Sandwort",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/412901298/medium.jpeg,Honckenya peploides ssp. major,"(L.) Ehrh.","(Hook.) Hultén",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Sclerantheae,Honckenya,Honckenya peploides,,Honckenya peploides major,,native,S5 (2019),,2017-06-11,"judith holm",iNaturalist,6603205,,2024-09-27,"Marie Blain",iNaturalist,244347329,,18,new 2017,observed,"",129448,VAS,129448,,accepted,1
130174,57166,Danthonia spicata,"Poverty oatgrass",species,https://static.inaturalist.org/photos/18564686/medium.jpeg,Danthonia spicata,"(L.) P. Beauv. ex Roem. & Schult.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Danthonioideae,Danthonieae,Danthonia,Danthonia spicata,,,,native,S5 (2015),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:176,,2024-01-16,"nigelgy",iNaturalist,196860993,,3,new 2020,observed,"UBC:  Bowen Island Plot #31",130174,VAS,130174,,accepted,1
130800,130805,Pseudofumaria lutea,"Yellow Fumitory",species,https://inaturalist-open-data.s3.amazonaws.com/photos/731776/medium.jpg,Pseudofumaria lutea,"(L.) Borkh.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,Fumarieae,Pseudofumaria,Pseudofumaria lutea,,,,exotic,unlisted,,2020-07-21,"joan bratty",iNaturalist,53881704,,2021-08-28,"Ben Keen",iNaturalist,92849848,,3,new 2020,observed,"",130800,VAS,130800,,accepted,1
130953,47604,Nabalus,"rattlesnake roots",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/244689/medium.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132323,52643,Juncus bulbosus,"Bulbous Rush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/47757915/medium.jpg,Juncus bulbosus,"L.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,Juncus bulbosus,,,,exotic,SNA (2019),,2020-09-02,"John D Reynolds",iNaturalist,58477640,,2024-07-07,"John D Reynolds",iNaturalist,234539366,,11,new 2020,observed,"",132323,VAS,132323,,accepted,1
143678,47752,Polystichum andersonii,"Anderson's holly fern",species,https://inaturalist-open-data.s3.amazonaws.com/photos/306893857/medium.jpeg,Polystichum andersonii,"M. Hopkins","",Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,Dryopteridaceae,Dryopteridoideae,,Polystichum,Polystichum andersonii,,,,native,S4 (2015),,1963-10-26,"Thomas M.C. Taylor",UBC,V116709,,2023-11-05,"Steve Ansell",iNaturalist,190272078,,28,confirmed,observed,"UBC:  Cheekye",143678,VAS,143678,,accepted,1
143686,55796,Luzula hitchcockii,"hitchcock's wood-rush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/218379423/medium.jpg,Luzula hitchcockii,"Hämet-Ahti","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula hitchcockii,,,,native,S5 (2019),,2014-07-26,"judith holm",iNaturalist,8898086,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:315,,6,confirmed,observed,"",143686,VAS,143686,,accepted,1
146876,55978,Malva alcea,"Greater Musk-mallow",species,https://static.inaturalist.org/photos/144783151/medium.jpg,Malva alcea,"L.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,Malva alcea,,,,exotic,SNA,,2021-09-04,"Ben Keen",iNaturalist,93645939,,2023-06-25,"Lyrae",iNaturalist,172242545,,3,new 2021,observed,"",146876,VAS,146876,,accepted,1
148438,72212,Lappula occidentalis,"Flatspine Stickseed",species,https://inaturalist-open-data.s3.amazonaws.com/photos/297293886/medium.jpg,Lappula occidentalis,"(Hooker) Abrams","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Rochelieae,Lappula,Lappula occidentalis,,,,native,S5 (2000),,1916-07-26,"W. Taylor",UBC,V6794,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:296,,2,reported,unobserved,"Likely misreported as Lappula diploloma by W. Taylor (UBC: V6794)",148438,VAS,148438,,accepted,1
153042,52852,Arnica rydbergii,"Subalpine Arnica",species,https://inaturalist-open-data.s3.amazonaws.com/photos/83065212/medium.jpg,Arnica rydbergii,"Greene","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica rydbergii,,,,native,S5 (2019),,2019-08-24,"Kelly Fretwell",iNaturalist,31817915,,2023-06-15,"kaiden",iNaturalist,167874582,,3,new 2019,observed,"",153042,VAS,153042,,accepted,1
153479,48493,Delphinium menziesii,"Menzies' Larkspur",species,https://inaturalist-open-data.s3.amazonaws.com/photos/20387694/medium.jpeg,Delphinium menziesii,"DC.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Delphinieae,Delphinium,Delphinium menziesii,,,,native,S5 (2019),,1961-05-22,"Gail Moyer",RBCM,V084383,,2024-06-06,"ellenbutler",iNaturalist,220990594,,4,confirmed,observed,"",153479,VAS,153479,,accepted,1
154246,49340,Castilleja parviflora albida,"white small-flowered paintbrush",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/1046097/medium.jpg,Castilleja parviflora var. albida,"Bong.","(Pennell) Ownbey",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Castilleja,Castilleja parviflora,,,Castilleja parviflora albida,native,S3S4 (2016),,1926-07-31,"George Hardy",RBCM,V008055,,2022-08-06,"Joanna Gower",iNaturalist,130253303,,6,confirmed,observed,"UBC:  Garibaldi PP Table Mt.",154246,VAS,154246,,accepted,1
154248,49340,Castilleja parviflora parviflora,"small-flowered paintbrush",variety,https://inaturalist-open-data.s3.amazonaws.com/photos/13047563/medium.jpg,Castilleja parviflora var. parviflora,"Bong.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Castilleja,Castilleja parviflora,,,Castilleja parviflora parviflora,native,S5,,1926-08-03,"George Hardy",RBCM,V008056,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:136,,3,reported,unobserved,"UBC:  Garibaldi PP Little Diamond Head",154248,VAS,154248,,accepted,1
156638,48150,Pentaglottis,"",genus,https://static.inaturalist.org/photos/390096990/medium.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156879,47148,Argentina,"Silverweeds",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/54317947/medium.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156963,47604,Canadanthus,"great northern asters",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/29085036/medium.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158365,883652,Anemone parviflora,"Small-flower Anemone",species,https://inaturalist-open-data.s3.amazonaws.com/photos/337393598/medium.jpeg,Anemone parviflora,"Michx.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Anemoneae,Anemone,Anemone parviflora,,,,native,S5,,1913-07-01,"F. Perry",UBC,V34011,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:28,,4,reported,unobserved,"",158365,VAS,158365,,accepted,1
158686,52852,Arnica gracilis,"Slender Leopardbane",species,https://inaturalist-open-data.s3.amazonaws.com/photos/48564999/medium.jpeg,Arnica gracilis,"Rydb.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Arnica,Arnica gracilis,,,,native,S5 (2000),,1961-08-19,"E.B. Peterson",UBC,V97820,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:45,,2,reported,unobserved,"",158686,VAS,158686,,accepted,1
159233,50204,Bidens amplissima,"Vancouver Island beggarticks",species,https://inaturalist-open-data.s3.amazonaws.com/photos/157623744/medium.jpeg,Bidens amplissima,"Greene","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Coreopsideae,Bidens,Bidens amplissima,,,,native,S3 (2015),,2004-08-12,"Nick Page",Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NPAGE2004:18,,2024-09-15,"judith holm",iNaturalist,242023857,,37,confirmed,observed,"",159233,VAS,159233,,accepted,1
159341,55327,Botrychium spathulatum,"spathulate moonwort",species,https://inaturalist-open-data.s3.amazonaws.com/photos/20734557/medium.jpg,Botrychium spathulatum,"W.H. Wagner","",Plantae,Tracheophyta,,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,Ophioglossaceae,Botrychioideae,,Botrychium,Botrychium spathulatum,,,,native,S3S4 (2019),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:69,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:69,,1,new 2020,unobserved,"",159341,VAS,159341,,accepted,1
160945,53376,Cotoneaster bullatus,"Hollyberry Cotoneaster",species,https://inaturalist-open-data.s3.amazonaws.com/photos/155461256/medium.jpeg,Cotoneaster bullatus,"Bois","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,Cotoneaster bullatus,,,,exotic,unlisted,,2016-09-07,"Vanessa",iNaturalist,8944759,,2024-09-20,"dereksmithca",iNaturalist,242982178,,5,new 2016,observed,"",160945,VAS,160945,,accepted,1
160946,53376,Cotoneaster dammeri,"Bearberry Cotoneaster",species,https://inaturalist-open-data.s3.amazonaws.com/photos/124190179/medium.jpeg,Cotoneaster dammeri,"C.K. Schneid.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,Cotoneaster dammeri,,,,native,SNA (2012),,2007-11-13,"P. F. Zika",UWBM,173498,,2022-06-20,"",,,,6,confirmed,observed,"",160946,VAS,160946,,accepted,1
160947,53376,Cotoneaster divaricatus,"Spreading Cotoneaster",species,https://inaturalist-open-data.s3.amazonaws.com/photos/340541156/medium.jpg,Cotoneaster divaricatus,"Rehder & E.H. Wils.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,Cotoneaster divaricatus,,,,exotic,SNA (2012),,2007-11-13,"P. F. Zika",UWBM,173715,,2017-05-26,"Frank Lomer",UBC,V253600,,2,confirmed,unobserved,"",160947,VAS,160947,,accepted,1
160951,53376,Cotoneaster rehderi,"Bullate Cotoneaster",species,https://static.inaturalist.org/photos/51324471/medium.jpg,Cotoneaster rehderi,"Pojark.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Cotoneaster,Cotoneaster rehderi,,,,exotic,SNA (2019),,2016-09-07,"Vanessa",iNaturalist,8944759,,2024-09-19,"licheness",iNaturalist,242719435,,17,new 2016,observed,"RBCM:  West Vancouver",160951,VAS,160951,,accepted,1
162678,72122,Eriophorum chamissonis,"russet cottongrass",species,https://inaturalist-open-data.s3.amazonaws.com/photos/5683207/medium.jpeg,Eriophorum chamissonis,"C.A.Mey.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Scirpeae,Eriophorum,Eriophorum chamissonis,,,,native,S5 (2020),,2016-07-10,"Riley Pollom",iNaturalist,3655373,,2023-06-21,"Stephen Hui",iNaturalist,170926611,,8,new 2016,observed,"",162678,VAS,162678,,accepted,1
163269,55751,Geum calthifolium,"Calthaleaf Avens",species,https://inaturalist-open-data.s3.amazonaws.com/photos/90573403/medium.jpg,Geum calthifolium,"Menzies ex Sm.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Colurieae,Geum,Geum calthifolium,,,,native,S4 (2015),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:254,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:254,,1,new 2020,unobserved,"UBC:  The Lions",163269,VAS,163269,,accepted,1
163682,53095,Heracleum sphondylium,"hogweed",species,https://static.inaturalist.org/photos/298976196/medium.jpg,Heracleum sphondylium,"L.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Tordylieae,Heracleum,Heracleum sphondylium,,,,exotic,SNA (2019),,1965-07-21,"Vladimir J. Krajina",UBC,V161004,,2022-09-13,"noahplants",iNaturalist,135012393,,31,confirmed,observed,"",163682,VAS,163682,,accepted,1
164262,52643,Juncus filiformis,"Thread Rush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/82596547/medium.jpg,Juncus filiformis,"L.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Juncus,Juncus filiformis,,,,native,S5 (2019),,2024-09-19,"Terry M",iNaturalist,242910574,,2024-09-19,"Terry M",iNaturalist,242910574,,1,new 2024,observed,"",164262,VAS,164262,,accepted,1
164834,47436,Lotus pedunculatus,"greater bird's-foot-trefoil",species,https://inaturalist-open-data.s3.amazonaws.com/photos/288053899/medium.jpeg,Lotus pedunculatus,"Cav.","",Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Lotus,Lotus pedunculatus,,,,exotic,SNA (2019),,2020-06-11,"jaeldridge",iNaturalist,62564539,,2024-08-04,"Joan Septembre",iNaturalist,234028569,,13,new 2020,observed,"",164834,VAS,164834,,accepted,1
164944,55796,Luzula glabrata,"Smooth Woodrush",species,https://inaturalist-open-data.s3.amazonaws.com/photos/313432334/medium.jpeg,Luzula glabrata,"(Hoppe) Desv.","",Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,Luzula glabrata,,,,exotic,unlisted,,1979-08-22,"Ted Lea",RBCM,V146553,,1979-08-22,"Ted Lea",RBCM,V146553,,1,reported,unobserved,"",164944,VAS,164944,,accepted,1
