scientificName,linkName,linkTaxonID,taxonRank,reportingStatus,direct_solow_pp,phylum,iNaturalistTaxonId,iNaturalistTaxonName,kingdom,subphylum,class,subclass,superorder,order,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,nameStatus
Mentha aquatica,Mentha aquatica,77990,species,new,1,Tracheophyta,77990,Mentha aquatica,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,aquatica,,,accepted
Mentha canadensis,Mentha canadensis,77991,species,confirmed,0.984375,Tracheophyta,77991,Mentha canadensis,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,canadensis,,,accepted
Mentha gracilis,Mentha × gracilis,,,unconfirmed,0.741007194244604,Tracheophyta,181919,Mentha × gracilis,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,,,,invalid
Mentha piperita,Mentha × piperita,181525,hybrid,new,0.971223021582734,Tracheophyta,360186,Mentha piperita citrata,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,,,,invalid
Mentha pulegium,Mentha pulegium,57116,species,new,0.875,Tracheophyta,57116,Mentha pulegium,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,pulegium,,,accepted
Mentha rotundifolia,Mentha × rotundifolia,,,unconfirmed,0.76978417266187,Tracheophyta,181920,Mentha × rotundifolia,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,,,,invalid
Mentha spicata,Mentha spicata,62652,species,confirmed,1,Tracheophyta,62652,Mentha spicata,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,spicata,,,accepted
Mentha suaveolens,Mentha suaveolens,77993,species,new,1,Tracheophyta,77993,Mentha suaveolens,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Mentha,suaveolens,,,accepted
Menyanthes trifoliata,Menyanthes trifoliata,78016,species,new,0.8,Tracheophyta,78016,Menyanthes trifoliata,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Menyanthaceae,,,Menyanthes,trifoliata,,,accepted
Micranthes ferruginea,Micranthes ferruginea,78024,species,new,1,Tracheophyta,78024,Micranthes ferruginea,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Micrantheae,Micranthes,ferruginea,,,accepted
Micranthes integrifolia,Micranthes integrifolia,78027,species,confirmed,,Tracheophyta,78027,Micranthes integrifolia,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Micrantheae,Micranthes,integrifolia,,,accepted
Micranthes occidentalis,Micranthes occidentalis,357953,species,new,0.96,Tracheophyta,357953,Micranthes occidentalis,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Micrantheae,Micranthes,occidentalis,,,accepted
Micranthes rufidula,Micranthes rufidula,357949,species,confirmed,1,Tracheophyta,357949,Micranthes rufidula,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Micrantheae,Micranthes,rufidula,,,accepted
Microseris bigelovii,Microseris bigelovii,60977,species,confirmed,1,Tracheophyta,60977,Microseris bigelovii,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Microseris,bigelovii,,,accepted
Microsteris gracilis,Microsteris gracilis gracilis; Microsteris gracilis,61212; 61210,species,confirmed,1,Tracheophyta,61210,Microsteris gracilis,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Microsteris,gracilis,,,accepted
Moehringia macrophylla,Moehringia macrophylla,61884,species,confirmed,1,Tracheophyta,61884,Moehringia macrophylla,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Arenarieae,Moehringia,macrophylla,,,accepted
Moenchia erecta ssp. erecta,Moenchia erecta,78088,species,confirmed,1,Tracheophyta,78088,Moenchia erecta,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Moenchia,erecta,,,unaccepted
Monotropa hypopitys,Monotropa hypopitys,59986,species,confirmed,0.941176470588235,Tracheophyta,59986,Monotropa hypopitys,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,,,accepted
Monotropa uniflora,Monotropa uniflora,49477,species,confirmed,1,Tracheophyta,49477,Monotropa uniflora,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,,,accepted
Montia dichotoma,Montia dichotoma,78119,species,confirmed,1,Tracheophyta,78119,Montia dichotoma,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,dichotoma,,,accepted
Montia fontana,Montia fontana,58990,species,confirmed,1,Tracheophyta,58990,Montia fontana,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,fontana,,,accepted
Montia howellii,Montia howellii,78121,species,confirmed,1,Tracheophyta,78121,Montia howellii,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,howellii,,,accepted
Montia linearis,Montia linearis,78122,species,confirmed,1,Tracheophyta,78122,Montia linearis,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,linearis,,,accepted
Montia parvifolia var. flagellaris,Montia parvifolia,78123,species,confirmed,1,Tracheophyta,237322,Montia parvifolia parvifolia,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,,Montia,parvifolia,,Montia parvifolia parvifolia,unaccepted
Muscari neglectum,Muscari neglectum,68846,species,confirmed,1,Tracheophyta,68846,Muscari neglectum,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Scilloideae,Hyacintheae,Muscari,neglectum,,,accepted
Mycelis muralis,Mycelis muralis,48543,species,confirmed,1,Tracheophyta,48543,Mycelis muralis,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Mycelis,muralis,,,accepted
Myosotis arvensis,Myosotis arvensis,51726,species,confirmed,1,Tracheophyta,51726,Myosotis arvensis,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,arvensis,,,accepted
Myosotis discolor,Myosotis discolor,70265,species,confirmed,1,Tracheophyta,70265,Myosotis discolor,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,discolor,,,accepted
Myosotis laxa,Myosotis laxa,78150,species,confirmed,,Tracheophyta,78150,Myosotis laxa,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,laxa,,,accepted
Myosotis scorpioides,Myosotis scorpioides,49130,species,confirmed,1,Tracheophyta,49130,Myosotis scorpioides,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,scorpioides,,,accepted
Myosotis stricta,Myosotis stricta,127196,species,confirmed,0.991452991452991,Tracheophyta,127196,Myosotis stricta,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,stricta,,,accepted
Myosotis sylvatica,Myosotis sylvatica,55826,species,confirmed,1,Tracheophyta,55826,Myosotis sylvatica,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Myosotideae,Myosotis,sylvatica,,,accepted
Myosurus minimus,Myosurus minimus,58306,species,confirmed,1,Tracheophyta,58306,Myosurus minimus,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Myosurus,minimus,,,accepted
Myrica gale,Myrica gale,82203,species,new,1,Tracheophyta,82203,Myrica gale,Plantae,Angiospermae,Magnoliopsida,,,Fagales,,,Myricaceae,,,Myrica,gale,,,accepted
Myriophyllum aquaticum,Myriophyllum aquaticum,60202,species,new,1,Tracheophyta,60202,Myriophyllum aquaticum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Haloragaceae,,,Myriophyllum,aquaticum,,,accepted
Myriophyllum sibiricum,Myriophyllum sibiricum,61034,species,new,0.166666666666667,Tracheophyta,61034,Myriophyllum sibiricum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Haloragaceae,,,Myriophyllum,sibiricum,,,accepted
Myriophyllum spicatum,Myriophyllum spicatum,78157,species,new,0.8,Tracheophyta,78157,Myriophyllum spicatum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Haloragaceae,,,Myriophyllum,spicatum,,,accepted
Myriophyllum verticillatum,Myriophyllum verticillatum,78158,species,unconfirmed,0.648148148148148,Tracheophyta,78158,Myriophyllum verticillatum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Haloragaceae,,,Myriophyllum,verticillatum,,,accepted
Myriopteris gracillima,Myriopteris gracillima,472796,species,confirmed,1,Tracheophyta,472796,Myriopteris gracillima,Plantae,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Pteridaceae,Cheilanthoideae,,Myriopteris,gracillima,,,accepted
Myrrhis odorata,Myrrhis odorata,51618,species,new,0.6,Tracheophyta,51618,Myrrhis odorata,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Myrrhis,odorata,,,accepted
Najas flexilis,Najas flexilis,78160,species,unconfirmed,0.129032258064516,Tracheophyta,78160,Najas flexilis,Plantae,Angiospermae,Liliopsida,,,Alismatales,,,Hydrocharitaceae,,,Najas,flexilis,,,accepted
Nanozostera japonica,Zostera japonica,79558,species,new,1,Tracheophyta,79558,Zostera japonica,Plantae,Angiospermae,Liliopsida,,,Alismatales,,,Zosteraceae,,,Zostera,japonica,,,unaccepted
Narcissus poeticus,Narcissus poeticus,61334,species,new,1,Tracheophyta,61334,Narcissus poeticus,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,Narcisseae,Narcissus,poeticus,,,accepted
Narcissus pseudonarcissus,Narcissus pseudonarcissus,55848,species,new,1,Tracheophyta,55848,Narcissus pseudonarcissus,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,Narcisseae,Narcissus,pseudonarcissus,,,accepted
Nasturtium microphyllum,Nasturtium microphyllum,204362,species,unconfirmed,0.576923076923077,Tracheophyta,204362,Nasturtium microphyllum,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,Nasturtium,microphyllum,,,accepted
Nasturtium officinale,Nasturtium officinale,78174,species,confirmed,1,Tracheophyta,78174,Nasturtium officinale,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Cardamineae,Nasturtium,officinale,,,accepted
Navarretia intertexta,Navarretia intertexta intertexta; Navarretia intertexta,80049; 60225,variety,confirmed,0.984375,Tracheophyta,60225,Navarretia intertexta,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Navarretia,intertexta,,,accepted
Navarretia squarrosa,Navarretia squarrosa,53157,species,confirmed,0.99236641221374,Tracheophyta,53157,Navarretia squarrosa,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Navarretia,squarrosa,,,accepted
Nemophila parviflora var. parviflora,Nemophila parviflora parviflora; Nemophila parviflora,58921; 57353,variety,confirmed,,Tracheophyta,58921,Nemophila parviflora parviflora,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Nemophila,parviflora,,Nemophila parviflora parviflora,accepted
Nemophila pedunculata,Nemophila pedunculata,55461,species,confirmed,1,Tracheophyta,55461,Nemophila pedunculata,Plantae,Angiospermae,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Nemophila,pedunculata,,,accepted
Neottia cordata,Neottia cordata,204364,species,confirmed,1,Tracheophyta,204364,Neottia cordata,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,Neottieae,Neottia,cordata,,,accepted
Nepeta cataria,Nepeta cataria,48622,species,new,1,Tracheophyta,48622,Nepeta cataria,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Nepeta,cataria,,,accepted
Neslia paniculata,Neslia paniculata,129855,species,unconfirmed,0.169642857142857,Tracheophyta,129855,Neslia paniculata,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Camelineae,Neslia,paniculata,,,accepted
Nothochelone nemorosa,Nothochelone nemorosa,78231,species,new,,Tracheophyta,78231,Nothochelone nemorosa,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Cheloneae,Nothochelone,nemorosa,,,accepted
Nuphar polysepala,Nuphar polysepala,78234,species,confirmed,1,Tracheophyta,78234,Nuphar polysepala,Plantae,Angiospermae,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,Nuphar,polysepala,,,accepted
Nuttallanthus texanus,Nuttallanthus texanus,,,unconfirmed,0.79136690647482,Tracheophyta,209238,Linaria texana,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Antirrhineae,Linaria,texana,,,unaccepted
Nymphaea alba,Nymphaea alba,62009,species,new,0.857142857142857,Tracheophyta,62009,Nymphaea alba,Plantae,Angiospermae,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,Nymphaea,alba,,,accepted
Nymphaea odorata ssp. odorata,Nymphaea odorata,51119,species,confirmed,0.972222222222222,Tracheophyta,51123,Nymphaea odorata odorata,Plantae,Angiospermae,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,Nymphaea,odorata,Nymphaea odorata odorata,,accepted
Oemleria cerasiformis,Oemleria cerasiformis,53419,species,confirmed,1,Tracheophyta,53419,Oemleria cerasiformis,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Exochordeae,Oemleria,cerasiformis,,,accepted
Oenanthe sarmentosa,Oenanthe sarmentosa,60127,species,confirmed,1,Tracheophyta,60127,Oenanthe sarmentosa,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Oenanthe,sarmentosa,,,accepted
Oenothera biennis,Oenothera biennis,62207,species,new,1,Tracheophyta,62207,Oenothera biennis,Plantae,Angiospermae,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Oenothera,biennis,,,accepted
Oenothera glazioviana,Oenothera glazioviana,62208,species,confirmed,0.985074626865672,Tracheophyta,62208,Oenothera glazioviana,Plantae,Angiospermae,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Oenothera,glazioviana,,,accepted
Olsynium douglasii var. douglasii,Olsynium douglasii; Olsynium douglasii douglasii,78257; 81155,variety,confirmed,,Tracheophyta,81155,Olsynium douglasii douglasii,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Iridaceae,Iridoideae,Sisyrinchieae,Olsynium,douglasii,,Olsynium douglasii douglasii,accepted
Onopordum acanthium ssp. acanthium,Onopordum acanthium,78259,species,new,1,Tracheophyta,80082,Onopordum acanthium acanthium,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Onopordum,acanthium,Onopordum acanthium acanthium,,accepted
Oplopanax horridus,Oplopanax horridus,83914,species,new,1,Tracheophyta,83914,Oplopanax horridus,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Araliaceae,Aralioideae,,Oplopanax,horridus,,,accepted
Opuntia fragilis,Opuntia fragilis,62474,species,confirmed,1,Tracheophyta,62474,Opuntia fragilis,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Cactaceae,Opuntioideae,Opuntieae,Opuntia,fragilis,,,accepted
Opuntia polyacantha,Opuntia polyacantha,,,,,Tracheophyta,78269,Opuntia polyacantha,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Cactaceae,Opuntioideae,Opuntieae,Opuntia,polyacantha,,,accepted
Origanum vulgare,Origanum vulgare,61396,species,new,1,Tracheophyta,61396,Origanum vulgare,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Origanum,vulgare,,,accepted
Ornithogalum umbellatum,Ornithogalum umbellatum,56137,species,confirmed,1,Tracheophyta,56137,Ornithogalum umbellatum,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Scilloideae,Ornithogaleae,Ornithogalum,umbellatum,,,accepted
Orthilia secunda,Orthilia secunda,78288,species,new,0.985611510791367,Tracheophyta,78288,Orthilia secunda,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Ericaceae,Pyroloideae,,Orthilia,secunda,,,accepted
Orthocarpus bracteosus,Orthocarpus bracteosus,78289,species,confirmed,1,Tracheophyta,78289,Orthocarpus bracteosus,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Orthocarpus,bracteosus,,,accepted
Osmorhiza berteroi,Osmorhiza berteroi,53166,species,confirmed,1,Tracheophyta,53166,Osmorhiza berteroi,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,berteroi,,,accepted
Osmorhiza purpurea,Osmorhiza purpurea,78296,species,unconfirmed,0.306666666666667,Tracheophyta,78296,Osmorhiza purpurea,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Osmorhiza,purpurea,,,accepted
Oxalis corniculata,Oxalis corniculata,53168,species,new,1,Tracheophyta,53168,Oxalis corniculata,Plantae,Angiospermae,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,corniculata,,,accepted
Oxalis dillenii,Oxalis dillenii,84772,species,confirmed,0.96875,Tracheophyta,84772,Oxalis dillenii,Plantae,Angiospermae,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,dillenii,,,accepted
Oxalis oregana,Oxalis oregana,47757,species,new,1,Tracheophyta,47757,Oxalis oregana,Plantae,Angiospermae,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,oregana,,,accepted
Oxalis stricta,Oxalis stricta,53183,species,new,1,Tracheophyta,53183,Oxalis stricta,Plantae,Angiospermae,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,Oxalis,stricta,,,accepted
Oxybasis chenopodioides,Oxybasis chenopodioides,896905,species,unconfirmed,0.755395683453237,Tracheophyta,896905,Oxybasis chenopodioides,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,Atripliceae,Oxybasis,chenopodioides,,,accepted
Oxybasis macrosperma,Chenopodium macrospermum halophilum,118453,subspecies,unconfirmed,0.0427350427350427,Tracheophyta,1023208,Oxybasis macrosperma,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,Atripliceae,Oxybasis,macrosperma,,,accepted
Oxybasis rubra var. humilis,Oxybasis rubra; Oxybasis rubra humilis,931679; 931680,variety,confirmed,0.982905982905983,Tracheophyta,931680,Oxybasis rubra humilis,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,Atripliceae,Oxybasis,rubra,,Oxybasis rubra humilis,accepted
Oxytropis campestris,Oxytropis campestris spicata; Oxytropis campestris,241915; 154238,species,confirmed,0.977272727272727,Tracheophyta,154238,Oxytropis campestris,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Galegeae,Oxytropis,campestris,,,accepted
Packera macounii,Packera macounii,78325,species,confirmed,0.96969696969697,Tracheophyta,78325,Packera macounii,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Packera,macounii,,,accepted
Panicum capillare,Panicum capillare,78337,species,confirmed,0.979591836734694,Tracheophyta,78337,Panicum capillare,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Panicum,capillare,,,accepted
Panicum miliaceum,Panicum miliaceum,78340,species,confirmed,0.971428571428572,Tracheophyta,78340,Panicum miliaceum,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Panicum,miliaceum,,,accepted
Panicum miliaceum ssp. ruderale,Panicum miliaceum ruderale,,,unconfirmed,0.748201438848921,Tracheophyta,181809,Panicum miliaceum ruderale,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Panicoideae,Paniceae,Panicum,miliaceum,Panicum miliaceum ruderale,,accepted
Papaver argemone,Roemeria argemone,1453825,species,confirmed,0.964285714285714,Tracheophyta,1453825,Roemeria argemone,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,Papavereae,Roemeria,argemone,,,unaccepted
Papaver cambricum,Papaver cambricum,807416,species,new,1,Tracheophyta,807416,Papaver cambricum,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,Papavereae,Papaver,cambricum,,,accepted
Papaver dubium,Papaver dubium,55918,species,confirmed,1,Tracheophyta,55918,Papaver dubium,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,Papavereae,Papaver,dubium,,,accepted
Papaver orientale,Papaver orientale,166114,species,new,0.8,Tracheophyta,166114,Papaver orientale,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,Papavereae,Papaver,orientale,,,accepted
Papaver somniferum,Papaver somniferum,78346,species,new,,Tracheophyta,78346,Papaver somniferum,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,Papavereae,Papaver,somniferum,,,accepted
Parthenocissus tricuspidata,Parthenocissus tricuspidata,166162,species,new,1,Tracheophyta,166162,Parthenocissus tricuspidata,Plantae,Angiospermae,Magnoliopsida,,,Vitales,,,Vitaceae,,,Parthenocissus,tricuspidata,,,accepted
Paxistima myrsinites,Paxistima myrsinites,63893,species,confirmed,1,Tracheophyta,63893,Paxistima myrsinites,Plantae,Angiospermae,Magnoliopsida,,,Celastrales,,,Celastraceae,,,Paxistima,myrsinites,,,accepted
Pectiantia ovalis,Brewerimitella ovalis,1424143,species,confirmed,1,Tracheophyta,1424143,Brewerimitella ovalis,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Brewerimitella,ovalis,,,unaccepted
Pectiantia pentandra,Pectiantia pentandra,,,,,Tracheophyta,1424153,Pectiantia pentandra,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Pectiantia,pentandra,,,accepted
