scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,firstReported,firstReportedBy,firstReportedSource,firstReportedCollectionNumber,firstReportedGBIF,lastReported,lastReportedBy,lastReportedSource,lastReportedCollectionNumber,lastReportedGBIF,recordCount,reportingStatus,iNatObservationStatus,notes,ID,statsCode,iNaturalistTaxonId,iNaturalistTaxonName,nameStatus
Stellaria crispa,Cham. & Schltdl.,,crisp starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,Stellaria crispa,,,,native,S5 (2015),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:528,,2024-09-10,Stefania Goodrich,iNaturalist,240997538,,21,new 2020,observed,UBC:  Bowen Island Plot 10,79201,VAS,79201,Stellaria crispa,accepted
Stellaria humifusa,Rottb.,,creeping sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,Stellaria humifusa,,,,native,S4 (2015),,2015-05-30,judith holm,iNaturalist,4503653,,2023-08-02,Daniel Stewart,iNaturalist,176342450,,18,confirmed,observed,,169339,VAS,169339,Stellaria humifusa,accepted
Stellaria longipes ssp. longipes,Goldie,,longstalk starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,Stellaria longipes,,Stellaria longipes longipes,,native,S5 (2000),,1912-05-11,Pam Ridge,UBC,V8200,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:530,,4,reported,unobserved,UBC:  Garibaldi PP Black Tusk,80222,VAS,80222,Stellaria longipes longipes,accepted
Stellaria media,(L.) Vill.,,common chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Alsineae,Stellaria,Stellaria media,,,,exotic,SNA (2001),,2018-05-06,judith holm,iNaturalist,12223056,,2024-07-07,Ben Keen,iNaturalist,227955072,,41,new 2018,observed,,53298,VAS,53298,Stellaria media,accepted
Streptopus amplexifolius,(L.) DC.,,white twisted-stalk,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Streptopoideae,,Streptopus,Streptopus amplexifolius,,,,native,S5,,1913-08-04,John Davidson,UBC,V25375,,2024-09-01,arial,iNaturalist,240013163,,293,confirmed,observed,,79273,VAS,79273,Streptopus amplexifolius,accepted
Streptopus lanceolatus var. curvipes,(Aiton) Reveal,(Vail) Reveal,rose twisted-stalk,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Streptopoideae,,Streptopus,Streptopus lanceolatus,,,,native,S4 (2015),,1913-08-01,W. Taylor,UBC,V25387,,2024-08-27,stem57,iNaturalist,239721617,,111,confirmed,observed,,243120,VAS,127916,Streptopus lanceolatus,unaccepted
Streptopus streptopoides,(Ledeb.) Frye & Rigg,,small twisted-stalk,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Streptopoideae,,Streptopus,Streptopus streptopoides,,,,native,S5 (2019),,2017-07-03,Steve Ansell,iNaturalist,58310083,,2024-07-31,Terry M,iNaturalist,233728624,,18,new 2017,observed,previous ssp of S. streptopoides are no longer recognized by CDC or I.T.I.S.,169409,VAS,169409,Streptopus streptopoides,accepted
Struthiopteris spicant,(L.) F.W. Weiss,,deer fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,Blechnaceae,,,Struthiopteris,Struthiopteris spicant,,,,native,S5 (2015),,1995-07-16,"Straley, Gerald B.",Université de Montréal Biodiversity Centre,MT00192789,,2024-10-06,Ben Keen,iNaturalist,246043152,,608,confirmed,observed,Reported as: Blechnum spicant,774894,VAS,774894,Struthiopteris spicant,accepted
Symphoricarpos albus var. laevigatus,(L.) S.F.Blake,(Fernald) S.F.Blake,snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,Symphoricarpos albus,,,Symphoricarpos albus laevigatus,native,S5 (2000),,1996-04-25,J. Burke Korol,iNaturalist,9450158,,2024-10-15,fjfrazier,iNaturalist,247538937,,286,confirmed,observed,,48525,VAS,48525,Symphoricarpos albus laevigatus,accepted
Symphoricarpos mollis,Nutt.,,trailing snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,Symphoricarpos mollis,,,,native,S5 (2019),,2015-05-17,Steve Ansell,iNaturalist,149242439,,2024-04-21,Gavin Petersen,iNaturalist,208639231,,14,confirmed,observed,,53456,VAS,53456,Symphoricarpos mollis,accepted
Symphyotrichum chilense,(Nees) G.L. Nesom,,Pacific aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,Symphyotrichum chilense,,,,native,S5 (2019),,2015-09-28,judith holm,iNaturalist,8711057,,2022-09-29,dwoc697,iNaturalist,140712056,,9,confirmed,observed,"iNat: needs i.d. S. chilense, S. subspicatum, S. eatonii and now S. novi-belgii are names suggested for what look similar to species in the Squamish Estuary",56861,VAS,56861,Symphyotrichum chilense,accepted
Symphyotrichum ciliolatum,(Lindl.) A.Löve & D. Löve,,Lindley's aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,Symphyotrichum ciliolatum,,,,native,S5 (2019),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:536,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:536,,1,new 2020,unobserved,,169455,VAS,169455,Symphyotrichum ciliolatum,accepted
Symphyotrichum foliaceum var. foliaceum,(Lindl. ex DC.) G.L. Nesom,,leafy-bracted aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,Symphyotrichum foliaceum,,,Symphyotrichum foliaceum foliaceum,native,S4S5 (2008),,1913-08-10,A. E. Baggs,UBC,V47170,,2024-08-27,stem57,iNaturalist,239911285,,14,confirmed,observed,,243151,VAS,243151,Symphyotrichum foliaceum foliaceum,accepted
Symphyotrichum novi-belgii,G.L. Nesom,,new york aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,Symphyotrichum novi-belgii,,,,exotic,SNA (2019),,2019-08-25,jonahwho,iNaturalist,31503216,,2022-09-25,amandaleesmith,iNaturalist,136469911,,10,new 2019,observed,"iNat: needs i.d.  Taxonomy in flux: see Jamie Fenneman's thesis, https://open.library.ubc.ca/cIRcle/collections/ubctheses/24/items/1.0378325",169474,VAS,169474,Symphyotrichum novi-belgii,accepted
Symphyotrichum subspicatum,(Nees) G.L.Nesom,,Douglas' aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Symphyotrichum,Symphyotrichum subspicatum,,,,native,S5 (2019),,2004-08-12,Nick Page,Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report,NPAGE2004:7,,2024-10-09,Josh Thompson,iNaturalist,246579437,,30,confirmed,observed,,79303,VAS,79303,Symphyotrichum subspicatum,accepted
Symphytum officinale,L.,,common comfrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,Boragineae,Symphytum,Symphytum officinale,,,,exotic,SNA (2001),,2017-05-31,Vanessa,iNaturalist,6443849,,2024-08-04,Joan Septembre,iNaturalist,233872787,,82,new 2017,observed,,55724,VAS,55724,Symphytum officinale,accepted
Tanacetum parthenium,(L.) Sch. Bip.,,feverfew,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,Tanacetum parthenium,,,,exotic,SNA (2019),,2018-11-17,Ben Keen,iNaturalist,18460493,,2024-07-31,mde,iNaturalist,233011957,,21,new 2018,observed,,54520,VAS,54520,Tanacetum parthenium,accepted
Tanacetum vulgare,L.,,tansy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Tanacetum,Tanacetum vulgare,,,,exotic,SNA (2019),,2006-01-25,rileyparsons,iNaturalist,74517873,,2024-09-22,Roslyn,iNaturalist,243484007,,122,confirmed,observed,,55971,VAS,55971,Tanacetum vulgare,accepted
Taraxacum alaskanum,Rydb.,,Alaska dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,Taraxacum alaskanum,,,,native,S5 (2012),,1913-08-01,John Davidson,UBC,V44985,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:537,,2,reported,unobserved,UBC:  Mt. Garibaldi,556104,VAS,556104,Taraxacum alaskanum,accepted
Taraxacum erythrospermum agg.,,,red-seeded dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,Taraxacum erythrospermum,,,,exotic,SNA (2001),,1965-07-07,B. Fraser,UBC,V158307,,2020-04-06,Chantal,iNaturalist,41582634,,2,confirmed,observed,UBC:  Garibaldi PP Sentinel Gl foreland,79317,VAS,79317,Taraxacum erythrospermum,accepted
Taraxacum officinale agg.,,,common dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Taraxacum,Taraxacum officinale,,,,exotic,SNA (2001),,1966-07-29,B. Fraser,UBC,V158266,,2024-09-16,rorymacneil,iNaturalist,242325690,,49,confirmed,observed,"also see: https://www.nrcresearchpress.com/doi/full/10.1139/cjb-2018-0094#.XMtI6jBKjIV
https://www.nrcresearchpress.com/doi/full/10.1139/cjb-2018-0094#.XMtI6jBKjIV",47602,VAS,47602,Taraxacum officinale,accepted
Taxus brevifolia,Nutt.,,Pacific yew,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Taxaceae,,,Taxus,Taxus brevifolia,,,,native,S5 (2000),,2015-06-27,Steve Ansell,iNaturalist,197261793,,2024-10-12,Veronika Sitar,iNaturalist,247053230,,85,confirmed,observed,,55209,VAS,55209,Taxus brevifolia,accepted
Teesdalia nudicaulis,(L.) W.T.Aiton,,shepherd's cress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Iberideae,Teesdalia,Teesdalia nudicaulis,,,,exotic,SNA (2019),,2020-05-04,Cole Gaerber,iNaturalist,44947237,,2020-05-04,Cole Gaerber,iNaturalist,44947237,,1,new 2020,observed,,79325,VAS,79325,Teesdalia nudicaulis,accepted
Tellima grandiflora,(Pursh) Douglas ex Lindl.,,fringe cups,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tellima,Tellima grandiflora,,,,native,S5 (2015),,2014-05-10,hillanddale,iNaturalist,9532932,,2024-09-16,Cassidy Best,iNaturalist,242235536,,117,confirmed,observed,,51655,VAS,51655,Tellima grandiflora,accepted
Thuja plicata,Donn ex D. Don,,western redcedar,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Cupressaceae,Cupressoideae,,Thuja,Thuja plicata,,,,native,S5 (2015),,1966-06-30,"Rodin, R.J.",K,K000088950,,2024-10-12,Brooke Michell,iNaturalist,247753610,,1035,confirmed,observed,,48252,VAS,48252,Thuja plicata,accepted
Tiarella trifoliata var. laciniata,L.,(Hook.) Wheelock,lace foamflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tiarella,Tiarella trifoliata,,,Tiarella trifoliata laciniata,native,S5 (2000),,1961-05-25,"Katherine I. Beamish, Freek Vrugtman, C. Campbell",UBC,V138975,,2024-09-07,Gavin Petersen,iNaturalist,240437486,,25,confirmed,observed,,51650,VAS,51650,Tiarella trifoliata laciniata,accepted
Tiarella trifoliata var. trifoliata,L.,,threeleaf foamflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tiarella,Tiarella trifoliata,,,Tiarella trifoliata trifoliata,native,S5 (2000),,1958-11-01,A. Jablanczy,UBC,V80821,,2024-06-06,ellenbutler,iNaturalist,220988893,,57,confirmed,observed,,51649,VAS,51649,Tiarella trifoliata trifoliata,accepted
Tiarella trifoliata var. unifoliata,L.,(Hook.) Kurtz,threeleaf foamflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tiarella,Tiarella trifoliata,,,Tiarella trifoliata unifoliata,native,S5 (2000),,1914-07-31,John Davidson,UBC,V31251,,2024-06-29,judith holm,iNaturalist,226321068,,39,confirmed,observed,,81427,VAS,81427,Tiarella trifoliata unifoliata,accepted
Tolmiea menziesii,(Pursh) Torr. & Gray,,youth on age,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Tolmiea,Tolmiea menziesii,,,,native,S5 (2015),,2016-05-03,hillanddale,iNaturalist,9531025,,2024-09-07,Gavin Petersen,iNaturalist,240427850,,39,new 2016,observed,,128848,VAS,128848,Tolmiea menziesii,accepted
Tonestus lyallii,(A. Gray) A. Nelson,,Lyall's tonestus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,Tonestus,Tonestus lyallii,,,,native,S5 (2000),,1912-08-11,John Davidson,UBC,V193132,,2024-08-29,stem57,iNaturalist,240497711,,19,confirmed,observed,UBC:  Garibaldi PP Sphinx Gl foreland,79371,VAS,79371,Tonestus lyallii,accepted
Torilis arvensis ssp. arvensis,(Huds.) Link,,spreading hedge-parsley,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Torilis,Torilis arvensis,,Torilis arvensis arvensis,,exotic,SNA (2019),,2020-06-15,jamie_fenneman,iNaturalist,156261768,,2023-06-19,Jade Jordan,iNaturalist,169275089,,2,new 2020,observed,Both Torilis arvensis and Torilis japonica possible; confirm,56846,VAS,181580,Torilis arvensis arvensis,accepted
Torreyochloa pallida var. pauciflora,(Torr.) Church,(J.Presl) J.I.Davis,weak manna grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Torreyochloa,Torreyochloa pallida,,,Torreyochloa pallida pauciflora,native,S5 (2015),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:545,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:545,,1,new 2020,unobserved,RBCM:  McNair Creek Valley,81431,VAS,81431,Torreyochloa pallida pauciflora,accepted
Toxicodendron diversilobum,(Torr. & A. Gray) Greene,,Pacific poison oak,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,Toxicodendron,Toxicodendron diversilobum,,,,native,S3S4 (2018),,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:546,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:546,,1,new 2020,unobserved,UBC:  Bowen Island,51080,VAS,51080,Toxicodendron diversilobum,accepted
Toxicoscordion venenosum var. venenosum,(S. Watson) Rydb.,,death camas,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,Melanthieae,Toxicoscordion,Toxicoscordion venenosum,,,Toxicoscordion venenosum venenosum,native,S5 (2000),,1924-05-29,T.R. Ashlee,UBC,V25574,,2024-06-09,ahusdon,iNaturalist,221689287,,165,confirmed,observed,UBC:  West Vancouver Lighthouse Park; just the one ssp of T. venenosum recorded in BC,81432,VAS,81432,Toxicoscordion venenosum venenosum,accepted
Tragopogon dubius,Scop.,,yellow salsify,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,Tragopogon,Tragopogon dubius,,,,exotic,SNA (2019),,2021-05-11,Gwen L'Hirondelle,iNaturalist,78487198,,2021-08-08,Roslyn,iNaturalist,90454169,,7,new 2021,observed,,54143,VAS,54143,Tragopogon dubius,accepted
Trautvetteria caroliniensis,(Walter) Vail,,Carolina bugbane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Trautvetteria,Trautvetteria caroliniensis,,,,native,S5 (2000),,2015-06-06,hillanddale,iNaturalist,9535453,,2024-05-07,mydanielson,iNaturalist,214213705,,9,confirmed,observed,,79387,VAS,79387,Trautvetteria caroliniensis,accepted
Triantha glutinosa,Michx.,,sticky false asphodel,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Tofieldiaceae,,,Triantha,Triantha glutinosa,,,,native,S5 (2000),,1944-08-04,Vernon C. Brink,UBC,V58277,,2024-07-15,Sarah Town,iNaturalist,229633805,,55,confirmed,observed,,169913,VAS,169913,Triantha glutinosa,accepted
Triantha occidentalis ssp. brevistyla,(S. Watson) R.R. Gates,(C.L.Hitchc.) Packer,short-style sticky tofieldia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Tofieldiaceae,,,Triantha,Triantha occidentalis,,Triantha occidentalis brevistyla,,native,S5 (2000),,1931-08-17,Jas Kay,UBC,V25428,,2024-08-27,stem57,iNaturalist,239911795,,86,confirmed,observed,UBC:  Cypress Mt. near Yew Lake,238899,VAS,238899,Triantha occidentalis brevistyla,accepted
Trichophorum cespitosum,(L.) Hartm.,,tufted bulrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,Trichophoreae,Trichophorum,Trichophorum cespitosum,,,,native,S5 (2019),,2019-05-19,bobkennedy,iNaturalist,25713057,,2024-07-07,John D Reynolds,iNaturalist,234539249,,18,new 2019,observed,iNat: needs i.d.,204169,VAS,204169,Trichophorum cespitosum,accepted
Trifolium aureum,Pollich,,large hop clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium aureum,,,,exotic,SNA (2001),,2017-07-08,Gwen L'Hirondelle,iNaturalist,65057443,,2024-06-28,judith holm,iNaturalist,225974662,,24,new 2017,observed,,79409,VAS,79409,Trifolium aureum,accepted
Trifolium campestre,Schreb.,,hop trefoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium campestre,,,,exotic,SNA (2019),,2020-06-13,Ben Keen,iNaturalist,49519538,,2020-07-18,jamie_fenneman,iNaturalist,155176820,,3,new 2020,observed,,57076,VAS,57076,Trifolium campestre,accepted
Trifolium dubium,Sibth,,lesser hop trefoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium dubium,,,,exotic,SNA (2019),,2019-05-30,Katie Kushneryk,iNaturalist,26285476,,2024-06-27,ldagincourt,iNaturalist,225615395,,35,new 2019,observed,,53313,VAS,53313,Trifolium dubium,accepted
Trifolium hybridum,L.,,alsike clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium hybridum,,,,exotic,SNA (2001),,2012-07-25,"Erin R. Manton, A. van der Linde, J. Shiller",UBC,V239694,,2024-08-08,Eric Habisch,iNaturalist,235013187,,10,confirmed,observed,,61824,VAS,61824,Trifolium hybridum,accepted
Trifolium microdon,H. & A.,,thimble clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium microdon,,,,native,S3S4,,1977-06-05,Adolf Ceska; Oldriska Ceska,RBCM,V155732,,2020-07-01,"LGL Limited, Environmental Research Associates, Sidney, BC",UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices,LGL2020:551,,2,reported,unobserved,,57079,VAS,57079,Trifolium microdon,accepted
Trifolium oliganthum,Steud.,,few flowered clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium oliganthum,,,,native,S5 (2019),,1993-05-24,Terry Taylor,RBCM,V182026,,1993-05-24,Terry Taylor,RBCM,V182026,,1,reported,unobserved,RBCM:  Bowen Island Cape Roger Curtis,71122,VAS,71122,Trifolium oliganthum,accepted
Trifolium pratense,L.,,red clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium pratense,,,,exotic,SNA (2001),,2016-05-21,judith holm,iNaturalist,4509418,,2024-09-22,Roslyn,iNaturalist,243484451,,105,new 2016,observed,,51875,VAS,51875,Trifolium pratense,accepted
Trifolium repens,L.,,white clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium repens,,,,exotic,SNA (2001),,2016-05-17,judith holm,iNaturalist,4509465,,2024-09-15,Guerric Haché,iNaturalist,242099754,,60,new 2016,observed,,55745,VAS,55745,Trifolium repens,accepted
Trifolium variegatum,Nutt.,,white-tipped clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium variegatum,,,,native,S5 (2019),,1961-05-01,"Calder, James A.",Université de Montréal Biodiversity Centre,MT00063568,,2022-06-20,Dawn Hanna,iNaturalist,122905339,,5,confirmed,observed,,57080,VAS,57080,Trifolium variegatum,accepted
Trifolium willdenovii,Spreng.,,tomcat clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium, Trifolium willdenovii,,,,native,S5 (2019),,2021-08-28,Chloe and Trevor Van Loon,iNaturalist,93183704,,2023-07-03,Else Mikkelsen,iNaturalist,175499010,,4,new 2021,observed,,57081,VAS,57081,Trifolium willdenovii,accepted
Trifolium wormskioldii,Lehm.,,springbank clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,Trifolium wormskioldii,,,,native,S5 (2001),,2016-09-15,judith holm,iNaturalist,4509519,,2024-09-01,judith holm,iNaturalist,239427346,,14,new 2016,observed,,71146,VAS,71146,Trifolium wormskioldii,accepted
Triglochin maritima,L.,,common arrowgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Juncaginaceae,,,Triglochin,Triglochin maritima,,,,native,S5 (2000),,1997-05-18,Gerald B. Straley,UBC,V226287,,2024-09-01,judith holm,iNaturalist,239402028,,45,confirmed,observed,,60264,VAS,60264,Triglochin maritima,accepted
Trillium ovatum var. ovatum,Pursh,,Pacific trillium,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,Parideae,Trillium,Trillium ovatum,,,Trillium ovatum ovatum,native,S5 (2019),,1996-04-26,J. Burke Korol,iNaturalist,9450360,,2024-04-27,Max Miner,iNaturalist,210575012,,19,confirmed,observed,only this one variety recorded in BC,63972,VAS,63972,Trillium ovatum ovatum,accepted
Triphysaria pusilla,(Benth.) T.I.Chuang & Heckard,,dwarf owl-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Triphysaria,Triphysaria pusilla,,,,native,S5 (2019),,2022-05-08,Chantal,iNaturalist,116236402,,2022-05-08,Chantal,iNaturalist,116236402,,1,new 2022,observed,,57276,VAS,57276,Triphysaria pusilla,accepted
