"scientificName","linkName","linkTaxonID","taxonRank","reportingStatus","direct_solow_pp","phylum"
Spergularia rubra,Spergularia rubra,55730,species,confirmed,1,Tracheophyta
Spergularia rupicola,Spergularia rupicola,129267,species,new,0.826086956521739,Tracheophyta
Spergularia salina,Spergularia marina,79169,species,confirmed,1,Tracheophyta
Spinulum annotinum,Spinulum annotinum,,,,,Tracheophyta
Spiraea douglasii,Spiraea douglasii,62493,species,confirmed,,Tracheophyta
Spiraea douglasii var. menziesii,Spiraea douglasii menziesii,,species,unconfirmed,0.566666666666667,Tracheophyta
Spiranthes romanzoffiana,Spiranthes romanzoffiana,50743,species,confirmed,-14.8888888888889,Tracheophyta
Spirodela polyrrhiza,Spirodela polyrhiza,57867,species,new,0.75,Tracheophyta
Stachys arvensis,Stachys arvensis,169309,species,new,1,Tracheophyta
Stachys byzantina,Stachys byzantina,127480,species,new,0.857142857142857,Tracheophyta
Stachys cooleyae,Stachys chamissonis cooleyae; Stachys chamissonis,52627; 52625,species,confirmed,1,Tracheophyta
Stachys mexicana,Stachys mexicana,79191,species,confirmed,1,Tracheophyta
Stellaria borealis ssp. sitchana,Stellaria sitchana; Stellaria borealis sitchana,1417248,subspecies,confirmed,0.852713178294574,Tracheophyta
Stellaria crispa,Stellaria crispa,79201,species,confirmed,1,Tracheophyta
Stellaria longipes ssp. longipes,Stellaria longipes,79203,species,unconfirmed,0.237410071942446,Tracheophyta
Stellaria media,Stellaria media,53298,complex,confirmed,1,Tracheophyta
Stellaria neglecta,Stellaria neglecta,79204,species,new,1,Tracheophyta
Stellaria nitens,Stellaria nitens,57007,species,confirmed,1,Tracheophyta
Stellaria pallida,Stellaria apetala,867483,species,new,0.35,Tracheophyta
Streptopus amplexifolius,Streptopus amplexifolius,79273,species,confirmed,1,Tracheophyta
Struthiopteris spicant,Struthiopteris spicant,774894,species,new,1,Tracheophyta
Symphoricarpos albus,Symphoricarpos albus,48523,species,confirmed,1,Tracheophyta
Symphoricarpos mollis var. hesperius,Symphoricarpos mollis hesperius,778403,species,confirmed,0.982456140350877,Tracheophyta
Symphyotrichum bracteolatum,Symphyotrichum bracteolatum,79295,species,unconfirmed,0.575539568345324,Tracheophyta
Symphyotrichum chilense,Symphyotrichum chilense,56861,species,confirmed,,Tracheophyta
Symphyotrichum novi-belgii var. novi-belgii,Symphyotrichum novi-belgii,169474,species,new,0.857142857142857,Tracheophyta
Symphyotrichum subspicatum,Symphyotrichum subspicatum,79303,species,confirmed,1,Tracheophyta
Symphytum officinale,Symphytum officinale,55724,species,confirmed,1,Tracheophyta
Tamarix parviflora,Tamarix parviflora,56011,species,confirmed,0.96875,Tracheophyta
Tamarix ramosissima,Tamarix ramosissima,56015,species,new,0.833333333333333,Tracheophyta
Tanacetum parthenium,Tanacetum parthenium,54520,species,confirmed,1,Tracheophyta
Tanacetum vulgare,Tanacetum vulgare,55971,species,new,1,Tracheophyta
Taraxacum erythrospermum,Taraxacum erythrospermum,79317,species,new,1,Tracheophyta
Taraxacum officinale,Taraxacum officinale,47602,species,confirmed,1,Tracheophyta
Taxus baccata,Taxus baccata,47553,species,confirmed,1,Tracheophyta
Taxus brevifolia,Taxus brevifolia,55209,species,confirmed,1,Tracheophyta
Taxus cuspidata,Taxus cuspidata,133386,species,confirmed,1,Tracheophyta
Teesdalia nudicaulis,Teesdalia nudicaulis,79325,species,confirmed,1,Tracheophyta
Tellima grandiflora,Tellima grandiflora,51655,species,confirmed,1,Tracheophyta
Teucrium hircanicum,Teucrium hircanicum,406465,species,new,1,Tracheophyta
Thalictrum occidentale,Thalictrum occidentale,79343,species,new,1,Tracheophyta
Thinopyrum intermedium,Thinopyrum intermedium,155848,species,new,0.833333333333333,Tracheophyta
Thlaspi arvense,Thlaspi arvense,79358,species,confirmed,0.992248062015504,Tracheophyta
Thuja plicata,Thuja plicata,48252,species,confirmed,1,Tracheophyta
Thymus pulegioides,Thymus pulegioides,169753,species,new,0.666666666666667,Tracheophyta
Thysanocarpus curvipes,Thysanocarpus curvipes,58088,species,confirmed,1,Tracheophyta
Tiarella trifoliata,Tiarella trifoliata,51643,species,confirmed,1,Tracheophyta
Tiarella trifoliata var. laciniata,Tiarella trifoliata laciniata,51650,variety,new,0.75,Tracheophyta
Tiarella trifoliata var. trifoliata,Tiarella trifoliata trifoliata,51649,variety,new,0.833333333333333,Tracheophyta
Tiarella trifoliata var. unifoliata,Tiarella trifoliata unifoliata,,,unconfirmed,0.0863309352517986,Tracheophyta
Tolmiea menziesii,Tolmiea menziesii,128848,species,confirmed,1,Tracheophyta
Torilis arvensis ssp. arvensis,Torilis arvensis,56846,species,new,0.833333333333333,Tracheophyta
Torreyochloa pallida var. pauciflora,Torreyochloa pallida; Torreyochloa pallida pauciflora,79374; 81431,variety,confirmed,0.991071428571429,Tracheophyta
Toxicodendron diversilobum,Toxicodendron diversilobum,51080,species,confirmed,1,Tracheophyta
Toxicoscordion venenosum var. venenosum,Toxicoscordion venenosum; Toxicoscordion venenosum venenosum,59087; 81432,variety,confirmed,1,Tracheophyta
Tragopogon dubius,Tragopogon dubius,54143,species,new,0.875,Tracheophyta
Tragopogon porrifolius,Tragopogon porrifolius,54141,species,confirmed,1,Tracheophyta
Tragopogon pratensis,Tragopogon pratensis,79385,species,new,0.666666666666667,Tracheophyta
Trautvetteria caroliniensis,Trautvetteria caroliniensis,79387,species,new,0.857142857142857,Tracheophyta
Trifolium arvense,Trifolium arvense,79408,species,new,1,Tracheophyta
Trifolium campestre,Trifolium campestre,57076,species,confirmed,1,Tracheophyta
Trifolium depauperatum var. depauperatum,Trifolium depauperatum; Trifolium depauperatum depauperatum,58164; 64176,variety,confirmed,1,Tracheophyta
Trifolium dichotomum,Trifolium dichotomum,61179,species,unconfirmed,0.158273381294964,Tracheophyta
Trifolium dubium,Trifolium dubium,53313,species,confirmed,1,Tracheophyta
Trifolium fragiferum ssp. bonannii,Trifolium fragiferum,58167,species,confirmed,1,Tracheophyta
Trifolium glomeratum,Trifolium glomeratum,61021,species,new,0.869565217391304,Tracheophyta
Trifolium gracilentum,Trifolium gracilentum,,,,,Tracheophyta
Trifolium hybridum,Trifolium hybridum,61824,species,confirmed,0.981818181818182,Tracheophyta
Trifolium incarnatum,Trifolium incarnatum,64268,species,new,1,Tracheophyta
Trifolium microcephalum,Trifolium microcephalum,58911,species,confirmed,,Tracheophyta
Trifolium microdon,Trifolium microdon,57079,species,confirmed,1,Tracheophyta
Trifolium oliganthum,Trifolium oliganthum,71122,species,confirmed,,Tracheophyta
Trifolium pratense,Trifolium pratense,51875,species,confirmed,1,Tracheophyta
Trifolium repens,Trifolium repens,55745,species,confirmed,1,Tracheophyta
Trifolium striatum,Trifolium striatum,79432,species,new,0.947368421052632,Tracheophyta
Trifolium subterraneum,Trifolium subterraneum,60201,species,confirmed,1,Tracheophyta
Trifolium variegatum,Trifolium variegatum,57080,species,confirmed,,Tracheophyta
Trifolium willdenovii,Trifolium willdenovii,57081,species,confirmed,,Tracheophyta
Trifolium wormskioldii,Trifolium wormskioldii,71146,species,confirmed,0.959183673469388,Tracheophyta
Triglochin concinna var. concinna,Triglochin concinna; Triglochin concinna concinna,79435; 81439,variety,unconfirmed,0.647482014388489,Tracheophyta
Triglochin maritima,Triglochin maritima,60264,species,confirmed,1,Tracheophyta
Triglochin scilloides,Triglochin scilloides,,,unconfirmed,0.136690647482014,Tracheophyta
Trillium ovatum var. ovatum,Trillium ovatum; Trillium ovatum ovatum,49463; 63972,variety,confirmed,1,Tracheophyta
Triodanis perfoliata ssp. perfoliata,Triodanis perfoliata,64293,species,unconfirmed,0.775193798449612,Tracheophyta
Triphysaria pusilla,Triphysaria pusilla,57276,species,confirmed,1,Tracheophyta
Triphysaria versicolor ssp. versicolor,Triphysaria versicolor; Triphysaria versicolor versicolor,60735; 60736,subspecies,confirmed,1,Tracheophyta
Tripleurospermum inodorum,Tripleurospermum inodorum,79441,species,confirmed,1,Tracheophyta
Trisetum canescens,Trisetum canescens; Graphephorum canescens,1538928,species,unconfirmed,0.807228915662651,Tracheophyta
Trisetum cernuum,Trisetum cernuum; Graphephorum cernuum,1538926,species,confirmed,0.963636363636364,Tracheophyta
Triteleia grandiflora,Triteleia grandiflora,79452,species,confirmed,1,Tracheophyta
Triteleia hyacinthina,Triteleia hyacinthina,57132,species,confirmed,1,Tracheophyta
Triticum aestivum,Triticum aestivum,64161,species,new,1,Tracheophyta
Tsuga heterophylla,Tsuga heterophylla,48254,species,confirmed,1,Tracheophyta
Tsuga mertensiana,Tsuga mertensiana,68089,species,confirmed,0.987012987012987,Tracheophyta
Turritis glabra,Turritis glabra,79460,species,confirmed,1,Tracheophyta
Tussilago farfara,Tussilago farfara,56222,species,new,0.833333333333333,Tracheophyta
Typha × glauca,Typha × glauca,181686,hybrid,new,0.5,Tracheophyta
Typha angustifolia,Typha angustifolia,60316,species,new,1,Tracheophyta
Typha latifolia,Typha latifolia,48685,species,confirmed,1,Tracheophyta
Ulex europaeus,Ulex europaeus,51751,species,confirmed,1,Tracheophyta
Ulmus americana,Ulmus americana,53547,species,new,1,Tracheophyta
Uropappus lindleyi,Uropappus lindleyi,,,,,Tracheophyta
Urtica gracilis ssp. gracilis,Urtica dioica; Urtica gracilis,51884; 141854,subspecies,new,1,Tracheophyta
Urtica urens,Urtica urens,53315,species,new,1,Tracheophyta
Utricularia gibba,Utricularia gibba,79464,species,confirmed,0.981818181818182,Tracheophyta
Utricularia minor,Utricularia minor,,,unconfirmed,0.438848920863309,Tracheophyta
Utricularia vulgaris ssp. macrorhiza,Utricularia macrorhiza,79465,species,confirmed,1,Tracheophyta
Vaccinium caespitosum,Vaccinium cespitosum,79470,species,confirmed,0.991150442477876,Tracheophyta
Vaccinium ovatum,Vaccinium ovatum,48349,species,new,1,Tracheophyta
Vaccinium oxycoccos,Vaccinium oxycoccos,126560,species,new,0.928571428571429,Tracheophyta
Vaccinium parvifolium,Vaccinium parvifolium,48354,species,confirmed,1,Tracheophyta
Vaccinium uliginosum,Vaccinium uliginosum,64714,species,confirmed,1,Tracheophyta
Valeriana scouleri,Valeriana sitchensis scouleri,80266,species,new,0.285714285714286,Tracheophyta
Valeriana sitchensis,Valeriana sitchensis,79477,species,confirmed,1,Tracheophyta
Valerianella locusta,Valerianella locusta,55752,species,new,1,Tracheophyta
Vallisneria americana,Vallisneria americana,123050,species,confirmed,0.962962962962963,Tracheophyta
Veratrum viride var. eschscholzianum,Veratrum viride,79484,species,unconfirmed,0.39568345323741,Tracheophyta
Verbascum phlomoides,Verbascum phlomoides,170140,species,new,0.666666666666667,Tracheophyta
Verbascum thapsus,Verbascum thapsus,59029,species,confirmed,1,Tracheophyta
Verbena hastata,Verbena hastata,60251,species,new,1,Tracheophyta
Veronica arvensis,Veronica arvensis,55748,species,confirmed,1,Tracheophyta
Veronica beccabunga var. americana,Veronica americana; Veronica beccabunga,57277; 54333,variety,confirmed,1,Tracheophyta
Veronica chamaedrys,Veronica chamaedrys,51610,species,new,1,Tracheophyta
Veronica filiformis,Veronica filiformis,55825,species,confirmed,1,Tracheophyta
Veronica hederifolia,Veronica hederifolia,56129,species,new,1,Tracheophyta
Veronica officinalis,Veronica officinalis,129020,species,new,1,Tracheophyta
Veronica peregrina,Veronica peregrina,60317,species,confirmed,1,Tracheophyta
Veronica peregrina var. peregrina,Veronica peregrina peregrina,60318,subspecies,new,0.25,Tracheophyta
Veronica peregrina var. xalapensis,Veronica peregrina xalapensis,491173,subspecies,confirmed,0.938775510204082,Tracheophyta
Veronica persica,Veronica persica,55666,species,new,1,Tracheophyta
Veronica scutellata,Veronica scutellata,61112,species,confirmed,,Tracheophyta
Veronica serpyllifolia,Veronica serpyllifolia,55749,species,confirmed,1,Tracheophyta
Viburnum opulus,Viburnum opulus,55969,species,new,1,Tracheophyta
Vicia americana,Vicia americana,53320,species,confirmed,1,Tracheophyta
Vicia americana var. americana,Vicia americana americana,53321,variety,unconfirmed,0.3125,Tracheophyta
Vicia cracca ssp. cracca,Vicia cracca,52471,species,confirmed,0.983050847457627,Tracheophyta
Vicia hirsuta,Vicia hirsuta,56188,species,confirmed,1,Tracheophyta
Vicia lathyroides,Vicia lathyroides,79503,species,confirmed,1,Tracheophyta
Vicia nigricans var. gigantea,Vicia gigantea,53322,species,new,1,Tracheophyta
Vicia sativa,Vicia sativa,53324,species,confirmed,,Tracheophyta
Vicia sativa var. angustifolia,Vicia sativa nigra,710103,subspecies,confirmed,0.945454545454545,Tracheophyta
Vicia tetrasperma,Vicia tetrasperma,57310,species,confirmed,,Tracheophyta
Vicia villosa,Vicia villosa,57317,species,confirmed,1,Tracheophyta
Vinca major,Vinca major,53326,species,new,1,Tracheophyta
Vinca minor,Vinca minor,55844,species,new,1,Tracheophyta
Viola adunca var. adunca,Viola adunca,53328,species,confirmed,1,Tracheophyta
Viola arvensis,Viola arvensis,,,,,Tracheophyta
Viola glabella,Viola glabella,71113,species,new,1,Tracheophyta
Viola howellii,Viola howellii,79510,species,unconfirmed,0.168,Tracheophyta
Viola macloskeyi,Viola macloskeyi,,,,,Tracheophyta
Viola nuttallii var. praemorsa,Viola praemorsa,79516,species,confirmed,1,Tracheophyta
Viola odorata,Viola odorata,55845,species,confirmed,1,Tracheophyta
Viola palustris,Viola palustris,79514,species,new,0.97841726618705,Tracheophyta
Viola praemorsa var. praemorsa,Viola praemorsa praemorsa,80276,variety,confirmed,1,Tracheophyta
Viola sempervirens,Viola sempervirens,55342,species,confirmed,1,Tracheophyta
Viola tricolor var. tricolor,Viola tricolor,55739,species,new,0.25,Tracheophyta
Vulpia bromoides,Festuca bromoides,77136,species,confirmed,,Tracheophyta
Vulpia microstachys,Festuca microstachys pauciflora,1377236,variety,confirmed,0.625,Tracheophyta
Vulpia microstachys var. pauciflora,Festuca microstachys,77138,species,confirmed,0.987951807228916,Tracheophyta
Vulpia myuros,Festuca myuros,77140,species,confirmed,1,Tracheophyta
Vulpia octoflora,Festuca octoflora,,,unconfirmed,0.37410071942446,Tracheophyta
Wolffia brasiliensis,Wolffia brasiliensis,79527,species,new,1,Tracheophyta
Wolffia columbiana,Wolffia columbiana,79528,species,confirmed,0.972972972972973,Tracheophyta
Woodwardia fimbriata,Woodwardia fimbriata,52685,species,confirmed,,Tracheophyta
Yabea microcarpa,Yabea microcarpa,56847,species,new,1,Tracheophyta
Zeltnera muehlenbergii,Zeltnera muehlenbergii,79550,species,confirmed,0.979591836734694,Tracheophyta
Zostera marina,Zostera marina,52614,species,confirmed,1,Tracheophyta
