,scientificName,scientificNameAuthorship,commonName,kingdom,phylum,sub_phylum,super_class,class,sub_class,super_order,order,sub_order,super_family,family,sub_family,introduction_status,provincial_status,reporting_status,documented_in_iNaturalist,last_record_date,last_record_observer,last_record_source,last_record_ID,LGL_limited,first_record_date,first_record_observer,first_record_ID,iNaturalist_photo,curation_notes,iNatTaxonID,taxon_group,iNatTaxon,region_name,subtaxon_author,subclass,superorder,suborder,superfamily,subfamily,tribe,genus,species,hybrid,subspecies,variety,origin,national_status,iNat_observation_status,first_record_source,first_observation_date,first_observation_observer,first_observation_ID,stats_code,region,subtaxon_authorship,specificEpithet,sub_species,first_record_GBIF_ID,first_record_iNat_date,first_observation_by,n_total,cutation_notes,iNaturalistTaxonId,iNaturalistTaxonName,infraorder,nameStatus
533,Elasmucha lateralis,Say,shield bug,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Hemiptera,Heteroptera,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,NA,genus not in CDC records,reported,undocumented,1984-05-27,B. Harrison,UBC,SEM-UBC HET-6125,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,NA,325588,animalia,NA,AHSBR,NA,Pterygota,,Heteroptera,Pentatomoidea,Acanthosomatinae,,Elasmucha,lateralis,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325588,Elasmucha lateralis,Pentatomomorpha,accepted
534,Ellychnia corrusca  ,L.,winter firefly,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Coleoptera,Polyphaga,Elateroidea,Lampyridae,Lampyrinae, ,SNR,confirmed,documented,1984-05-29,B. Harrison,UBC,SEM-UBC COL-31680,"LGL Limited, Environmental Research Associates, Sidney, BC",2019-05-12,nicolarammell,https://www.inaturalist.org/observations/25096373,https://static.inaturalist.org/photos/38841323/medium.jpg?1557810040,NA,125627,animalia,NA,AHSBR,NA,Pterygota,,Polyphaga,Elateroidea,Lampyrinae,Photinini,Photinus,corruscus,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616267,Photinus corruscus,Elateriformia,unaccepted
535,Ellychnia facula,LeConte,a firefly,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Coleoptera,Polyphaga,Elateroidea,Lampyridae,NA, ,SNR,reported,undocumented,1965-05-24,G.J. Spencer; C.G. Ratzlaff 2017,UBC,SEM-UBC COL-31809,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,"historical record West Vancouver, Lions Bay",334498,animalia,NA,AHSBR,NA,Pterygota,,Polyphaga,Elateroidea,Lampyrinae,Photinini,Photinus,faculus,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616268,Photinus faculus,Elateriformia,unaccepted
536,Ellychnia hatchi,Fender,a firefly,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Coleoptera,Polyphaga,Elateroidea,Lampyridae,Lampyrinae, ,SNR,confirmed,documented,1985-04-15,C.G. Ratzlaff,UBC,SEM-UBC COL-31824,"LGL Limited, Environmental Research Associates, Sidney, BC",2019-04-21,judithofsquamish,https://www.inaturalist.org/observations/22891757,https://static.inaturalist.org/photos/35483551/medium.jpeg?1555953722,"historical record West Vancouver, Lighthouse Pk.",320483,animalia,NA,AHSBR,NA,Pterygota,,Polyphaga,Elateroidea,Lampyrinae,Photinini,Photinus,hatchi,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616234,Photinus hatchi,Elateriformia,unaccepted
537,Elophila icciusalis,Walker,pondside pyralid moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Pyraloidea,Crambidae,Acentropinae, ,SNR (2017),new 2019,undocumented,NA,NA,NA,NA,NA,2019-06-30,benkeen,https://www.inaturalist.org/observations/27969736,https://static.inaturalist.org/photos/43567723/medium.jpeg?1561941716,NA,201344,animalia,NA,AHSBR,NA,Pterygota,,,Pyraloidea,Acentropinae,,Elophila,icciusalis,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201344,Elophila icciusalis,,accepted
538,Emmelina monodactyla,L.,morning-glory plume moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Pterophoroidea,Pterophoridae,Pterophorinae, ,SNR (2017) ,confirmed,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-05-11,thuja,https://www.inaturalist.org/observations/12407895,https://static.inaturalist.org/photos/17886649/medium.jpeg?1526192560,NA,127431,animalia,NA,AHSBR,NA,Pterygota,,,Pterophoroidea,Pterophorinae,Oidaematophorini,Emmelina,monodactyla,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127431,Emmelina monodactyla,,accepted
539,Empoasca sp.,Walsh,a genus of leafhoppers,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Typhlocybinae,NA,genus not in CDC records,new 2020,documented,NA,NA,NA,NA,NA,2020-07-21,benkeen,https://www.inaturalist.org/observations/53922234,https://static.inaturalist.org/photos/85778301/medium.jpeg?1595399187,NA,518476,animalia,NA,AHSBR,NA,Pterygota,,Auchenorrhyncha,Membracoidea,Typhlocybinae,Empoascini,Empoasca,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173635,Empoasca,Cicadomorpha,accepted
540,Enallagma annexum,Hagen,northern bluet,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,NA,native,S5 (2015),confirmed,documented,1996-07-07,unrecorded online,RBCM,ENT001-003449,"LGL Limited, Environmental Research Associates, Sidney, BC",2013-08-14,jmaughn,http://www.inaturalist.org/observations/2495169,https://static.inaturalist.org/photos/2801385/medium.jpg?1450756894,historical record Bowen Island Crippen Regional Park; E side Killarney Lake,99889,animalia,NA,AHSBR,NA,Pterygota,,Zygoptera,Coenagrionoidea,,,Enallagma,annexum,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99889,Enallagma annexum,,accepted
541,Enallagma boreale,Selys,boreal bluet,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,NA,native,S5 (2015),confirmed,documented,1976-05-18,R.A. Cannings,UBC,SEM-UBC ODO-0644,"LGL Limited, Environmental Research Associates, Sidney, BC",2019-07-23,judithofsquamish,https://www.inaturalist.org/observations/29448879,https://static.inaturalist.org/photos/45959943/medium.jpeg?1563984104,NA,99893,animalia,NA,AHSBR,NA,Pterygota,,Zygoptera,Coenagrionoidea,,,Enallagma,boreale,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99893,Enallagma boreale,,accepted
542,Enallagma carunculatum,Morse,tule bluet,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,NA,native,S5 (2015),confirmed,documented,1996-07-07,unrecorded online,RBCM,ENT001-003393,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-09-07,judithofsquamish,https://www.inaturalist.org/observations/16345213,https://static.inaturalist.org/photos/24567385/medium.jpeg?1536468100,historical record Bowen Island ,99895,animalia,NA,AHSBR,NA,Pterygota,,Zygoptera,Coenagrionoidea,,,Enallagma,carunculatum,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99895,Enallagma carunculatum,,accepted
543,Enallagma cyathigerum,(Charpentier),common blue damselfly,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota, ,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae, ,native,S5 (2015),reported,undocumented,1983-07-31,S. Roser-Hosch,UBC,SEM-UBC ODO-3585,NA,NA,NA,NA,NA,NA,99901,animalia,NA,AHSBR,NA,Pterygota,,Zygoptera,Coenagrionoidea,,,Enallagma,cyathigerum,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99901,Enallagma cyathigerum,,accepted
544,Endrosis sarcitrella,L.,white-shouldered house moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Gelechioidea,Oecophoridae,Oecophorinae,exotic,SNA (2017),new 2019,documented,NA,NA,NA,NA,NA,2019-05-27,benkeen,https://www.inaturalist.org/observations/25929923,https://static.inaturalist.org/photos/40219501/medium.jpeg?1559027278,NA,205758,animalia,NA,AHSBR,NA,Pterygota,,,Gelechioidea,Oecophorinae,Oecophorini,Endrosis,sarcitrella,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205758,Endrosis sarcitrella,,accepted
545,Ennomos magnaria,Guenée,maple spanworm moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Geometroidea,Geometridae,Ennominae,native,S4S5 (2017),new 2020,documented,NA,NA,NA,NA,NA,2020-09-17,benkeen,https://www.inaturalist.org/observations/59943866,https://static.inaturalist.org/photos/95817809/medium.jpeg?1600403749,NA,154582,animalia,NA,AHSBR,NA,Pterygota,,,Geometroidea,Ennominae,Ennomini,Ennomos,magnaria,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154582,Ennomos magnaria,,accepted
546,Enypia packardata,Taylor,packard's girdle moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Geometroidea,Geometridae,Ennominae,native,S4S5 (2017),confirmed,documented,1934-08-26,unrecorded online,RBCM,ENT991-084230,"LGL Limited, Environmental Research Associates, Sidney, BC",2014-07-25,elsemikkelsen,https://www.inaturalist.org/observations/9179338,https://static.inaturalist.org/photos/12421488/medium.png?1513531716,historical record West Vancouver,452671,animalia,NA,AHSBR,NA,Pterygota,,,Geometroidea,Ennominae,Ennomini,Sabulodes,packardata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1378554,Sabulodes packardata,,unaccepted
547,Enypia venata,Grote,variable girdle moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Geometroidea,Geometridae,Ennominae,native,S4S5 (2017),new 2020,documented,NA,NA,NA,NA,NA,2020-08-15,benkeen,https://www.inaturalist.org/observations/56591532,https://static.inaturalist.org/photos/90195535/medium.jpeg?1597548134,NA,219219,animalia,NA,AHSBR,NA,Pterygota,,,Geometroidea,Ennominae,Ennomini,Sabulodes,venata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1378553,Sabulodes venata,,unaccepted
548,Epargyreus clarus,Cramer,silverspotted skipper,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Papilionoidea,Hesperiidae,Eudaminae,native,S3 (2013) ,reported,undocumented,1933-08-02,unrecorded online,RBCM,ENT991-081017,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,historical record Bowen Island; Hood Point,81559,animalia,NA,AHSBR,NA,Pterygota,,,Papilionoidea,Eudaminae,Eudamini,Epargyreus,clarus,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81559,Epargyreus clarus,,accepted
549,Epargyreus clarus californicus,MacNeill,"silver-spotted skipper, californicus subspecies",Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Papilionoidea,Hesperiidae,Eudaminae,native,S1  ,reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,NA,84562,animalia,NA,AHSBR,NA,Pterygota,,,Papilionoidea,Eudaminae,Eudamini,Epargyreus,clarus,NA,Epargyreus clarus californicus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84562,Epargyreus clarus californicus,,accepted
550,Ephestiodes gilvescentella,Ragonot,dusky raisin moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Pyraloidea,Pyralidae,Phycitinae, ,SNR (2017) ,new 2019,documented,NA,NA,NA,NA,NA,2019-06-27,benkeen,https://www.inaturalist.org/observations/27791724,https://static.inaturalist.org/photos/43278943/medium.jpeg?1561689662,NA,219286,animalia,NA,AHSBR,NA,Pterygota,,,Pyraloidea,Phycitinae,Phycitini,Ephestiodes,gilvescentella,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219286,Ephestiodes gilvescentella,,accepted
551,Epinotia albangulana,Walsingham,none,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Tortricoidea,Tortricidae,Olethreutinae,NA,SNR (2017) ,new 2020,documented,NA,NA,NA,NA,NA,2020-06-05,benkeen,https://www.inaturalist.org/observations/48608118,https://static.inaturalist.org/photos/77135493/medium.jpeg?1591409380,NA,453305,animalia,NA,AHSBR,NA,Pterygota,,,Tortricoidea,Olethreutinae,Eucosmini,Epinotia,albangulana,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453305,Epinotia albangulana,,accepted
552,Epinotia hopkinsana,Kearfott,none,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Tortricoidea,Tortricidae,Olethreutinae,NA,SNR (2017) ,new 2020,documented,NA,NA,NA,NA,NA,2020-09-07,benkeen,https://www.inaturalist.org/observations/58910934,https://static.inaturalist.org/photos/94086427/medium.jpeg?1599529407,NA,344225,animalia,NA,AHSBR,NA,Pterygota,,,Tortricoidea,Olethreutinae,Eucosmini,Epinotia,hopkinsana,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344225,Epinotia hopkinsana,,accepted
553,Epinotia johnsonana,Kearfott,none,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Tortricoidea,Tortricidae,Olethreutinae, ,SNR (2017) ,new 2019,documented,NA,NA,NA,NA,NA,2019-08-07,benkeen,https://www.inaturalist.org/observations/30408529,https://static.inaturalist.org/photos/47509610/medium.jpeg?1565242866,NA,361103,animalia,NA,AHSBR,NA,Pterygota,,,Tortricoidea,Olethreutinae,Eucosmini,Epinotia,johnsonana,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361103,Epinotia johnsonana,,accepted
554,Epinotia radicana,Heinrich,red-striped needleworm moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Tortricoidea,Tortricidae,Olethreutinae,NA,SNR (2017) ,new 2020,documented,NA,NA,NA,NA,NA,2020-08-12,benkeen,https://www.inaturalist.org/observations/56294994,https://static.inaturalist.org/photos/89703049/medium.jpeg?1597296885,NA,219343,animalia,NA,AHSBR,NA,Pterygota,,,Tortricoidea,Olethreutinae,Eucosmini,Epinotia,radicana,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219343,Epinotia radicana,,accepted
555,Epinotia subviridis,Heinrich,none,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Tortricoidea,Tortricidae,Olethreutinae,NA,SNR (2017) ,new 2020,documented,NA,NA,NA,NA,NA,2020-08-12,benkeen,https://www.inaturalist.org/observations/56296220,https://static.inaturalist.org/photos/89704997/medium.jpeg?1597299234,NA,345436,animalia,NA,AHSBR,NA,Pterygota,,,Tortricoidea,Olethreutinae,Eucosmini,Epinotia,subviridis,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345436,Epinotia subviridis,,accepted
556,Epirrhoe alternata,O.F.Muller,white-banded toothed carpet moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Geometroidea,Geometridae,Larentiinae,native,S4S5 (2017),new 2014,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2014-07-24,elsemikkelsen,https://www.inaturalist.org/observations/9179376,https://static.inaturalist.org/photos/12421510/medium.png?1513531813,NA,127618,animalia,NA,AHSBR,NA,Pterygota,,,Geometroidea,Larentiinae,Epirrhoini,Epirrhoe,alternata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127618,Epirrhoe alternata,,accepted
557,Epirrita autumnata,Borkhausen,autumnal moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Geometroidea,Geometridae,Larentiinae,native,S4S5 (2017) ,confirmed,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2019-09-30,benkeen,https://www.inaturalist.org/observations/33650539,https://static.inaturalist.org/photos/52873759/medium.jpeg?1569856154,NA,173571,animalia,NA,AHSBR,NA,Pterygota,,,Geometroidea,Larentiinae,Operophterini,Epirrita,autumnata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173571,Epirrita autumnata,,accepted
558,Epistrophe grossulariae,(Meigen),black-horned smoothtail,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota, ,Diptera,Brachycera,NA,Syrphidae,Syrphinae,NA,not in CDC records,reported,undocumented,1996-09-06,not online,UBC,SEM-UBC SYR-0929,NA,NA,NA,NA,NA,historical record Bowen I.,322356,animalia,NA,AHSBR,NA,Pterygota,,Brachycera,,Syrphinae,Syrphini,Epistrophe,grossulariae,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322356,Epistrophe grossulariae,Cyclorrhapha,accepted
559,Epitheca sp.,Burmeister,baskettails,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Odonata,Anisoptera,NA,Corduliidae,NA,NA,genus is in CDC records,new 2019,documented,NA,NA,NA,NA,NA,2019-05-28,benkeen,https://www.inaturalist.org/observations/25944030,https://static.inaturalist.org/photos/40241011/medium.jpeg?1559057260,NA,88207,animalia,NA,AHSBR,NA,Pterygota,,Anisoptera,Libelluloidea,,,Epitheca,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88207,Epitheca,,accepted
560,Erannis vancouverensis,Hulst,maple looper moth,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Geometroidea,Geometridae,Ennominae,native,S3S5 (2017),confirmed,documented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",2018-11-02,samthuja,https://www.inaturalist.org/observations/18047630,https://static.inaturalist.org/photos/27594654/medium.jpeg?1541216196,NA,510830,animalia,NA,AHSBR,NA,Pterygota,,,Geometroidea,Ennominae,Boarmiini,Erannis,vancouverensis,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510830,Erannis vancouverensis,,accepted
561,Erebia vidleri,Elwes,vidler's alpine,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,NA,Nymphalidae,Satyrinae,native,S5 (2020),reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,NA,219424,animalia,NA,AHSBR,NA,Pterygota,,,Papilionoidea,Satyrinae,Satyrini,Erebia,vidleri,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219424,Erebia vidleri,,accepted
562,Ergates spiculatus spiculatus,LeConte,"timber worm, spiculatus subspecies",Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Prioninae, ,genus not in CDC records,reported,undocumented,2002-04-09,K.M. Stuart,NA,SEM-UBC COL-05037,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,historical record Bowen I.,NA,animalia,NA,AHSBR,NA,Pterygota,,Polyphaga,Cerambycoidea,Prioninae,Callipogonini,Trichocnemis,spiculatus,NA,Trichocnemis spiculatus spiculatus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321623,Trichocnemis spiculatus spiculatus,Cucujiformia,unaccepted
563,Eriocampa ovata,L.,alder sawfly,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Hymenoptera,Symphyta,Tenthredinidoidea,Tenthredinidae,Allantinae,NA,genus not in CDC records,reported,undocumented,1963-06-09,G.G.E. Scudder,UBC,SEM-UBC HYM-11830,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,"historical record West Vancouver, Capilano Canyon",418164,animalia,NA,AHSBR,NA,Pterygota,,Symphyta,Tenthredinoidea,Allantinae,Eriocampini,Eriocampa,ovata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418164,Eriocampa ovata,,accepted
564,Eristalis arbustorum,L.,European drone fly,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Diptera,Brachycera,NA,Syrphidae,Eristalinae,NA,genus not in CDC records,new 2020,documented,NA,NA,NA,NA,NA,2020-06-24,johndreynolds,https://www.inaturalist.org/observations/50859163,https://static.inaturalist.org/photos/80777997/medium.jpg?1593063088,NA,320786,animalia,NA,AHSBR,NA,Pterygota,,Brachycera,,Eristalinae,Eristalini,Eristalis,arbustorum,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320786,Eristalis arbustorum,Cyclorrhapha,accepted
565,Eristalis hirta,Loew,black-footed drone fly,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Diptera,Brachycera,NA,Syrphidae,Eristalinae,NA,genus not in CDC records,new 2020,documented,NA,NA,NA,NA,NA,2020-06-25,gwenlh,https://www.inaturalist.org/observations/51104106,https://static.inaturalist.org/photos/81178555/medium.jpg?1593272227,NA,372571,animalia,NA,AHSBR,NA,Pterygota,,Brachycera,,Eristalinae,Eristalini,Eristalis,hirta,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372571,Eristalis hirta,Cyclorrhapha,accepted
566,Eristalis tenax,L.,common drone fly,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Diptera,Brachycera,NA,Syrphidae,Eristalinae,NA,genus not in CDC records,confirmed,documented,1936-09-19,J.R. Vockeroth/G.H. Larnder,UBC,SEM-UBC SYR-1837,"LGL Limited, Environmental Research Associates, Sidney, BC",2014-07-26,elsemikkelsen,https://www.inaturalist.org/observations/9231392,https://static.inaturalist.org/photos/12493658/medium.jpg?1513929122,historical record Bowen I. (same collection number entered as West Vancouver),55719,animalia,NA,AHSBR,NA,Pterygota,,Brachycera,,Eristalinae,Eristalini,Eristalis,tenax,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55719,Eristalis tenax,Cyclorrhapha,accepted
567,Eronyxa pallida,Motschulsky,a bark-gnawing beetle,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Coleoptera,Polyphaga,Cleroidea,Lophocateridae,Lophocaterinae,native,S4S5 (2017),reported,undocumented,1961-06-18,G.J. Spencer,UBC,SEM-UBC COL-20313,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,NA,458141,animalia,NA,AHSBR,NA,Pterygota,,Polyphaga,Cleroidea,,Lophocaterini,Eronyxa,pallida,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458141,Eronyxa pallida,Cucujiformia,accepted
568,Erynnis icelus,Scudder & Burgess,dreamy duskywing,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Papilionoidea,Hesperiidae,Pyrginae,native,S5 (2020),reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,NA,58473,animalia,NA,AHSBR,NA,Pterygota,,,Papilionoidea,Pyrginae,Erynnini,Erynnis,icelus,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58473,Erynnis icelus,,accepted
569,Erynnis persius,Scudder,persius duskywing,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Lepidoptera,NA,Papilionoidea,Hesperiidae,Pyrginae,native,S5 (2020),reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,NA,117373,animalia,NA,AHSBR,NA,Pterygota,,,Papilionoidea,Pyrginae,Erynnini,Erynnis,persius,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117373,Erynnis persius,,accepted
570,Erythemis collocata,Hagen,western pondhawk,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Odonata,Anisoptera,NA,Libellulidae,NA,native,S3S4 (2015),NA,undocumented,NA,NA,NA,NA,"LGL: unknown, potentially occurring",NA,NA,NA,NA, ,85408,animalia,NA,AHSBR,NA,Pterygota,,Anisoptera,Libelluloidea,,,Erythemis,collocata,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85408,Erythemis collocata,,accepted
571,Etorofus obliteratus,Haldeman,none,Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,NA,genus not in CDC records,confirmed,documented,1970-07-18,G.G.E. Scudder,UBC,SEM-UBC COL-07174,NA,2019-06-05,judithofsquamish,https://www.inaturalist.org/observations/26476242,https://static.inaturalist.org/photos/41116913/medium.jpeg?1559791036,historical record Leptura obliterata obliterata,908602,animalia,NA,AHSBR,NA,Pterygota,,Polyphaga,Cerambycoidea,Lepturinae,Lepturini,Etorofus,obliteratus,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908602,Etorofus obliteratus,Cucujiformia,accepted
572,Etorofus obliteratus oblteratus,NA,"a longhorn beetle, obliterata subspecies",Animalia,Arthropoda,Hexapoda,NA,Insecta,Pterygota,NA,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Lepturinae,NA,genus not in CDC records,reported,undocumented,NA,NA,NA,NA,"LGL Limited, Environmental Research Associates, Sidney, BC",NA,NA,NA,NA,LGL record :Leptura obliterata obliterata updated by iNat,909068,animalia,NA,AHSBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,,,unknown
